text,label,source,lang_pair
1397954325016498177,1,hasoc2021,hi-en
1397955010432929794,1,hasoc2021,hi-en
1397961186637873153,1,hasoc2021,hi-en
1397964515216551939,0,hasoc2021,hi-en
1397994323195486209,0,hasoc2021,hi-en
1398127509808377858,1,hasoc2021,hi-en
1398228905249574921,1,hasoc2021,hi-en
1398296299686883334,1,hasoc2021,hi-en
1397946105304784898,1,hasoc2021,hi-en
1398359145330348033,1,hasoc2021,hi-en
1398160918576459776,1,hasoc2021,hi-en
1397941037578870786,1,hasoc2021,hi-en
1397947040038998018,1,hasoc2021,hi-en
1397981808516505600,0,hasoc2021,hi-en
1397981974065778699,1,hasoc2021,hi-en
1398236350680162304,1,hasoc2021,hi-en
1397898585828565002,0,hasoc2021,hi-en
1397959918632587265,1,hasoc2021,hi-en
1397898737263857664,0,hasoc2021,hi-en
1397905544560611328,1,hasoc2021,hi-en
1397898893598199811,0,hasoc2021,hi-en
1397912931279400962,0,hasoc2021,hi-en
1397899787224031246,0,hasoc2021,hi-en
1397903783493992449,1,hasoc2021,hi-en
1397926199779676167,1,hasoc2021,hi-en
1397946474957180930,1,hasoc2021,hi-en
1397951343655100421,1,hasoc2021,hi-en
1397956632647135233,1,hasoc2021,hi-en
1397963241918144514,1,hasoc2021,hi-en
1397966415680790530,1,hasoc2021,hi-en
1397969881887354880,1,hasoc2021,hi-en
1397995865977987072,0,hasoc2021,hi-en
1398100944387145729,1,hasoc2021,hi-en
1398103801739976706,1,hasoc2021,hi-en
1397899896930197506,0,hasoc2021,hi-en
1397943149721317376,0,hasoc2021,hi-en
1397962401035653122,1,hasoc2021,hi-en
1397974936170475528,0,hasoc2021,hi-en
1397899927804538887,1,hasoc2021,hi-en
1397932715081486338,0,hasoc2021,hi-en
1397982133159796737,0,hasoc2021,hi-en
1397900130955644928,0,hasoc2021,hi-en
1397905820285751301,0,hasoc2021,hi-en
1397901294442930184,0,hasoc2021,hi-en
1397902031663239172,0,hasoc2021,hi-en
1398079674928881665,1,hasoc2021,hi-en
1397942297929478146,1,hasoc2021,hi-en
1397914911431217152,0,hasoc2021,hi-en
1397915523359285254,0,hasoc2021,hi-en
1397915530929991693,0,hasoc2021,hi-en
1397915577537101826,0,hasoc2021,hi-en
1397922775428255746,0,hasoc2021,hi-en
1397915876750286851,0,hasoc2021,hi-en
1397916183358103565,0,hasoc2021,hi-en
1397916514683023361,0,hasoc2021,hi-en
1397916660795772940,0,hasoc2021,hi-en
1397917683106992132,0,hasoc2021,hi-en
1398016890291716096,0,hasoc2021,hi-en
1397918294426877953,0,hasoc2021,hi-en
1397922885201584136,0,hasoc2021,hi-en
1398094630781014018,1,hasoc2021,hi-en
1397920799210627073,0,hasoc2021,hi-en
1397921914404835339,0,hasoc2021,hi-en
1397967410674634757,1,hasoc2021,hi-en
1397922275286937603,0,hasoc2021,hi-en
1397923345723580423,0,hasoc2021,hi-en
1397922489863340034,0,hasoc2021,hi-en
1397923467903651849,1,hasoc2021,hi-en
1397931600445251587,0,hasoc2021,hi-en
1398094536824410122,1,hasoc2021,hi-en
1398016860780597251,0,hasoc2021,hi-en
1397923528821727237,0,hasoc2021,hi-en
1397923605330026497,0,hasoc2021,hi-en
1397923847257563150,1,hasoc2021,hi-en
1397928367282745344,0,hasoc2021,hi-en
1397931137947770886,0,hasoc2021,hi-en
1397932103782653961,0,hasoc2021,hi-en
1397966178186936327,0,hasoc2021,hi-en
1397931934542532608,0,hasoc2021,hi-en
1397932133423800329,1,hasoc2021,hi-en
1397932328320598017,0,hasoc2021,hi-en
1397932803329720322,0,hasoc2021,hi-en
1397933157303812098,0,hasoc2021,hi-en
1397933374786834432,0,hasoc2021,hi-en
1397942797471084552,0,hasoc2021,hi-en
1398024854025031681,0,hasoc2021,hi-en
1398044850138845185,0,hasoc2021,hi-en
1398057065176698881,0,hasoc2021,hi-en
1398050508355506176,1,hasoc2021,hi-en
1397933602160087045,1,hasoc2021,hi-en
1397946686714957825,0,hasoc2021,hi-en
1397934576366854148,1,hasoc2021,hi-en
1397934931418882055,0,hasoc2021,hi-en
1397937353944035330,1,hasoc2021,hi-en
1397937433660968968,0,hasoc2021,hi-en
1397949946247081984,0,hasoc2021,hi-en
1397951797545689088,0,hasoc2021,hi-en
1397952491568865283,0,hasoc2021,hi-en
1397944832383873030,1,hasoc2021,hi-en
1397946587805110275,1,hasoc2021,hi-en
1398519214818816007,1,hasoc2021,hi-en
1397947164165214212,1,hasoc2021,hi-en
1397991637498744835,0,hasoc2021,hi-en
1397949847609614342,0,hasoc2021,hi-en
1397986757740613633,0,hasoc2021,hi-en
1397991175848484864,0,hasoc2021,hi-en
1398000979270848517,0,hasoc2021,hi-en
1397979516585213953,0,hasoc2021,hi-en
1398108673306632193,0,hasoc2021,hi-en
1397999669607686145,0,hasoc2021,hi-en
1398001724757970945,1,hasoc2021,hi-en
1398073610376343553,1,hasoc2021,hi-en
1397917512893833234,0,hasoc2021,hi-en
1397922673808736269,1,hasoc2021,hi-en
1397934326327627778,1,hasoc2021,hi-en
1397936332433887232,1,hasoc2021,hi-en
1397936581466488840,0,hasoc2021,hi-en
1397948500730519557,1,hasoc2021,hi-en
1397989165187301377,0,hasoc2021,hi-en
1397990911456333825,0,hasoc2021,hi-en
1398059273788162048,1,hasoc2021,hi-en
1398090074764443649,0,hasoc2021,hi-en
1397915676547817486,1,hasoc2021,hi-en
1397941689184964610,1,hasoc2021,hi-en
1397986395663134720,0,hasoc2021,hi-en
1398017155292012545,1,hasoc2021,hi-en
1397923242938015749,1,hasoc2021,hi-en
1397933548087119875,1,hasoc2021,hi-en
1397940004953886731,1,hasoc2021,hi-en
1397931331615555587,0,hasoc2021,hi-en
1397959669696634885,0,hasoc2021,hi-en
1397959874051338240,0,hasoc2021,hi-en
1397960049759297540,0,hasoc2021,hi-en
1391715849979924484,1,hasoc2021,hi-en
1391730788421439496,0,hasoc2021,hi-en
1391770989566906368,1,hasoc2021,hi-en
1391718689020387332,1,hasoc2021,hi-en
1391950017485631490,1,hasoc2021,hi-en
1391720425093169153,1,hasoc2021,hi-en
1391721333155794945,0,hasoc2021,hi-en
1391725944226807810,1,hasoc2021,hi-en
1391721664786755592,0,hasoc2021,hi-en
1391971215573544964,1,hasoc2021,hi-en
1391723474763218949,1,hasoc2021,hi-en
1391728906919575552,0,hasoc2021,hi-en
1391827315781357571,0,hasoc2021,hi-en
1392313904370356224,1,hasoc2021,hi-en
1391724970934296580,0,hasoc2021,hi-en
1391730442823376899,0,hasoc2021,hi-en
1391840809918472197,1,hasoc2021,hi-en
1394859837624750084,0,hasoc2021,hi-en
1391749152871096322,0,hasoc2021,hi-en
1391813749317636097,1,hasoc2021,hi-en
1391752342840569856,0,hasoc2021,hi-en
1391760104416890882,0,hasoc2021,hi-en
1391753131302604801,1,hasoc2021,hi-en
1391771416383553538,0,hasoc2021,hi-en
1391838228030713857,1,hasoc2021,hi-en
1391772636825325572,1,hasoc2021,hi-en
1391779322944397316,0,hasoc2021,hi-en
1391783102679175172,1,hasoc2021,hi-en
1391784607117422597,1,hasoc2021,hi-en
1391785784924016640,1,hasoc2021,hi-en
1391810837585686531,0,hasoc2021,hi-en
1391811543138930688,0,hasoc2021,hi-en
1391936265654734851,1,hasoc2021,hi-en
1391959795943448584,1,hasoc2021,hi-en
1391807732102033408,1,hasoc2021,hi-en
1392006407373824002,1,hasoc2021,hi-en
1391805983400230914,1,hasoc2021,hi-en
1391806179421016065,0,hasoc2021,hi-en
1391718585068756995,1,hasoc2021,hi-en
1391868377304498176,0,hasoc2021,hi-en
1391734517522526210,0,hasoc2021,hi-en
1391799397663444992,0,hasoc2021,hi-en
1391738096203358222,0,hasoc2021,hi-en
1391793853112352783,0,hasoc2021,hi-en
1391773887415799808,1,hasoc2021,hi-en
1391773952817602567,1,hasoc2021,hi-en
1391777852282970115,1,hasoc2021,hi-en
1391778682780340224,1,hasoc2021,hi-en
1394858869575225344,0,hasoc2021,hi-en
1394859571521351681,1,hasoc2021,hi-en
1394926474356920324,1,hasoc2021,hi-en
1391768392319725577,1,hasoc2021,hi-en
1391982460875907077,1,hasoc2021,hi-en
1391984518244958209,0,hasoc2021,hi-en
1392164192291983360,1,hasoc2021,hi-en
1391776715999879172,1,hasoc2021,hi-en
1391809142491254788,1,hasoc2021,hi-en
1391834089288704002,1,hasoc2021,hi-en
1394701718458310661,1,hasoc2021,hi-en
1394702573836320771,0,hasoc2021,hi-en
1394703968094146560,0,hasoc2021,hi-en
1394704938408710146,0,hasoc2021,hi-en
1394705132827250692,0,hasoc2021,hi-en
1394824478736084996,0,hasoc2021,hi-en
1394832010443595776,0,hasoc2021,hi-en
1394894310781321218,1,hasoc2021,hi-en
1394932056530952197,0,hasoc2021,hi-en
1394920395438886917,0,hasoc2021,hi-en
1394921024064393216,0,hasoc2021,hi-en
1394921139822940164,0,hasoc2021,hi-en
1394921746835206145,0,hasoc2021,hi-en
1394929669426716678,0,hasoc2021,hi-en
1394921985751228417,0,hasoc2021,hi-en
1394922339784007681,0,hasoc2021,hi-en
1394922639840268289,0,hasoc2021,hi-en
1394990173797199876,1,hasoc2021,hi-en
1394922622773874690,0,hasoc2021,hi-en
1394923872181383169,0,hasoc2021,hi-en
1394926457030287363,0,hasoc2021,hi-en
1394952365317316613,0,hasoc2021,hi-en
1394923902044803076,0,hasoc2021,hi-en
1394926148740534273,0,hasoc2021,hi-en
1394935145128349700,0,hasoc2021,hi-en
1395123940456996868,0,hasoc2021,hi-en
1394925728081145859,0,hasoc2021,hi-en
1394926018977095685,0,hasoc2021,hi-en
1394942941773197317,0,hasoc2021,hi-en
1395026424684158976,0,hasoc2021,hi-en
1394929308527824896,1,hasoc2021,hi-en
1394936675525009408,0,hasoc2021,hi-en
1394944170872086528,1,hasoc2021,hi-en
1394933073943298049,1,hasoc2021,hi-en
1394933963420889088,1,hasoc2021,hi-en
1394996822783954949,0,hasoc2021,hi-en
1394942290204893188,1,hasoc2021,hi-en
1394936266077073411,0,hasoc2021,hi-en
1394937358491938819,0,hasoc2021,hi-en
1394949495499096070,1,hasoc2021,hi-en
1394971693978902531,1,hasoc2021,hi-en
1394949742145114117,0,hasoc2021,hi-en
1394959515783766017,0,hasoc2021,hi-en
1394967603567812613,0,hasoc2021,hi-en
1394972093830336517,1,hasoc2021,hi-en
1394990968022212608,0,hasoc2021,hi-en
1395197563448414209,1,hasoc2021,hi-en
1395001401307058180,0,hasoc2021,hi-en
1394923757425225730,1,hasoc2021,hi-en
1394926892872962050,0,hasoc2021,hi-en
1394974490510172162,0,hasoc2021,hi-en
1394927592545738755,1,hasoc2021,hi-en
1394929803233398786,1,hasoc2021,hi-en
1394931201136205824,1,hasoc2021,hi-en
1394937058930483201,0,hasoc2021,hi-en
1394954562776223745,1,hasoc2021,hi-en
1395001674461184009,0,hasoc2021,hi-en
1394965757428224001,1,hasoc2021,hi-en
1394929122237845509,1,hasoc2021,hi-en
1394929739949744130,1,hasoc2021,hi-en
1394934835701948419,1,hasoc2021,hi-en
1394950049457528834,0,hasoc2021,hi-en
1395787305563140101,1,hasoc2021,hi-en
1395090548289986560,0,hasoc2021,hi-en
1394948333081300992,1,hasoc2021,hi-en
1394948875157340164,1,hasoc2021,hi-en
1395025455485390848,1,hasoc2021,hi-en
1395090060832239629,0,hasoc2021,hi-en
1394974234326278149,1,hasoc2021,hi-en
1394952860492656650,1,hasoc2021,hi-en
1394954856046149633,0,hasoc2021,hi-en
1395033713486929936,1,hasoc2021,hi-en
1394979039375409153,0,hasoc2021,hi-en
1395013321607114755,1,hasoc2021,hi-en
1395093205092237319,0,hasoc2021,hi-en
1394968933627834372,0,hasoc2021,hi-en
1394985954109280256,1,hasoc2021,hi-en
1394976685309763585,0,hasoc2021,hi-en
1394999015255658507,0,hasoc2021,hi-en
1395008831999004678,1,hasoc2021,hi-en
1395036782090067968,1,hasoc2021,hi-en
1394956708225720324,1,hasoc2021,hi-en
1395095750007083009,1,hasoc2021,hi-en
1394957566988505088,1,hasoc2021,hi-en
1394960726884864001,1,hasoc2021,hi-en
1394975149267488771,1,hasoc2021,hi-en
1394963656069292033,1,hasoc2021,hi-en
1394963855835635712,1,hasoc2021,hi-en
1394973465854230534,1,hasoc2021,hi-en
1394975101070848002,1,hasoc2021,hi-en
1394975526687739910,1,hasoc2021,hi-en
1394983487317454861,1,hasoc2021,hi-en
1394997770709200899,1,hasoc2021,hi-en
1395000042407215104,1,hasoc2021,hi-en
1395012795742121985,1,hasoc2021,hi-en
1395098020962652163,0,hasoc2021,hi-en
1395046308822405122,1,hasoc2021,hi-en
1394950109184495621,1,hasoc2021,hi-en
1394950580213190667,1,hasoc2021,hi-en
1394956065960304641,1,hasoc2021,hi-en
1395097372678524928,1,hasoc2021,hi-en
1394929197663997957,1,hasoc2021,hi-en
1394953314165350404,1,hasoc2021,hi-en
1394972144128438273,0,hasoc2021,hi-en
1394999697182400513,1,hasoc2021,hi-en
1395097090712236032,1,hasoc2021,hi-en
1395099090111787008,1,hasoc2021,hi-en
1395690830292160520,0,hasoc2021,hi-en
1395727658323898368,0,hasoc2021,hi-en
1395734769464344582,0,hasoc2021,hi-en
1395695944583180293,0,hasoc2021,hi-en
1395701560689119235,1,hasoc2021,hi-en
1395770250377908224,0,hasoc2021,hi-en
1395703843162267648,0,hasoc2021,hi-en
1395770287250034688,0,hasoc2021,hi-en
1395714606278975492,0,hasoc2021,hi-en
1395770274625179655,0,hasoc2021,hi-en
1395742992019820552,1,hasoc2021,hi-en
1395757723925434378,1,hasoc2021,hi-en
1395746390140063750,1,hasoc2021,hi-en
1395770220594171906,0,hasoc2021,hi-en
1395761960184999939,0,hasoc2021,hi-en
1395777126918287365,1,hasoc2021,hi-en
1395788538071986181,0,hasoc2021,hi-en
1395711732375457793,0,hasoc2021,hi-en
1395758223303446528,0,hasoc2021,hi-en
1395766527383818249,0,hasoc2021,hi-en
1395702035262021635,0,hasoc2021,hi-en
1395717196509110274,1,hasoc2021,hi-en
1395761623768334338,0,hasoc2021,hi-en
1395789615395573760,0,hasoc2021,hi-en
1395808236272427008,0,hasoc2021,hi-en
1395743149046198281,0,hasoc2021,hi-en
1395703314063400962,0,hasoc2021,hi-en
1395761112134557705,0,hasoc2021,hi-en
1395747704295231488,0,hasoc2021,hi-en
1395770262390337536,0,hasoc2021,hi-en
1395784738552438787,0,hasoc2021,hi-en
1395786299831988226,0,hasoc2021,hi-en
1395808250461786113,0,hasoc2021,hi-en
1395861780937670661,0,hasoc2021,hi-en
1396084722036469763,0,hasoc2021,hi-en
1392703278022938626,0,hasoc2021,hi-en
1392708950898790400,0,hasoc2021,hi-en
1392730543683379202,1,hasoc2021,hi-en
1392733294169509889,0,hasoc2021,hi-en
1392737689967894528,0,hasoc2021,hi-en
1392765310655111177,0,hasoc2021,hi-en
1392794224026800133,0,hasoc2021,hi-en
1393228831427751937,0,hasoc2021,hi-en
1392718854741135361,1,hasoc2021,hi-en
1392719526337208323,1,hasoc2021,hi-en
1392776915505750017,1,hasoc2021,hi-en
1392912473116733441,0,hasoc2021,hi-en
1392758226593075200,1,hasoc2021,hi-en
1392792160324395008,0,hasoc2021,hi-en
1392894440201617410,1,hasoc2021,hi-en
1392729564858568705,0,hasoc2021,hi-en
1392771515586801665,1,hasoc2021,hi-en
1392705992245223432,0,hasoc2021,hi-en
1392706542114283520,0,hasoc2021,hi-en
1392748791770480642,0,hasoc2021,hi-en
1392849961239285761,0,hasoc2021,hi-en
1392822370881007624,1,hasoc2021,hi-en
1392931567056539649,1,hasoc2021,hi-en
1392706749002510336,0,hasoc2021,hi-en
1392709155585085446,0,hasoc2021,hi-en
1392710813748633606,0,hasoc2021,hi-en
1392718360660496387,0,hasoc2021,hi-en
1392719816545366016,0,hasoc2021,hi-en
1392720297862656000,0,hasoc2021,hi-en
1392712074392784898,1,hasoc2021,hi-en
1392707614505508868,0,hasoc2021,hi-en
1392707860149071874,1,hasoc2021,hi-en
1392709385672028162,1,hasoc2021,hi-en
1392709490760249349,0,hasoc2021,hi-en
1392710959601373187,0,hasoc2021,hi-en
1392709636231352321,0,hasoc2021,hi-en
1392712399363272706,0,hasoc2021,hi-en
1392710912583233536,0,hasoc2021,hi-en
1392712679928696834,1,hasoc2021,hi-en
1392713246944030722,1,hasoc2021,hi-en
1392711695764574213,0,hasoc2021,hi-en
1392712132207153155,0,hasoc2021,hi-en
1392712398297989120,1,hasoc2021,hi-en
1392737729994133504,1,hasoc2021,hi-en
1392714722177216515,1,hasoc2021,hi-en
1392716347507822596,1,hasoc2021,hi-en
1392767015002120194,0,hasoc2021,hi-en
1392719248624029700,1,hasoc2021,hi-en
1392722026251440141,1,hasoc2021,hi-en
1392720954334220290,0,hasoc2021,hi-en
1392721788560297986,1,hasoc2021,hi-en
1392726940440616961,0,hasoc2021,hi-en
1392742811326287872,0,hasoc2021,hi-en
1392727476049113088,0,hasoc2021,hi-en
1392727710724624386,1,hasoc2021,hi-en
1392737489954111495,0,hasoc2021,hi-en
1392737627799920640,0,hasoc2021,hi-en
1392803836515913733,0,hasoc2021,hi-en
1392804444388007936,1,hasoc2021,hi-en
1392709981544218630,0,hasoc2021,hi-en
1392710724581945345,1,hasoc2021,hi-en
1392715337859166212,0,hasoc2021,hi-en
