tweet_id,text,label,label_str,topic,split
1397178922991710210,@Prthmms @srivatsayb what abt u modi's dick suckin ass lickin parasite,1,HOF,bantwitter,train
1397107000752762884,@srivatsayb @jack  is father of @srivatsayb 🤷🙈,1,HOF,bantwitter,train
1397108280044965889,"@srivatsayb @Itsramiya No Body Is Stoped To Ban It,
Lets Ban Face book, Twiter,NDTV,Sure Including Pappu Party.Haha haha",1,HOF,bantwitter,train
1397170987074871304,"@laxmikantnadgau @srivatsayb @Itsramiya Tu nadgauda nahi, bhen ka l*da hai",1,HOF,bantwitter,train
1397109091433029636,"@srivatsayb Srivatsa, we are free to take our decision. We do not depend on other countries.

Authoritarian or democracy, we do not tolerate any thing which is bad for our India.

We stood our ground firm in banning chain apps. It is another matter that anti India Congress stood with chain.",0,NONE,bantwitter,train
1397120981378867208,"@Sudhakar9293 @srivatsayb So Speaking bad on BJP is bad for India

Kuch bhi bolte ho

Uncle ji",0,NONE,bantwitter,train
1397151320436625418,"@Sudhakar9293 @srivatsayb Without twitter how will Congress trolls survive?

They can't move to Koo as they have called it RW app. 
Only on twitter they can abuse @narendramodi ji, Shri @Tejasvi_Surya etc..

Reaction of Congress trolls after hearing Twitter and Facebook may be banned.
#BanTwitterInIndia https://t.co/g8sgX9x8Ha",0,NONE,bantwitter,train
1397226663868522500,@Sudhakar9293 @srivatsayb Don't worry India govt will never ban Twitter or FB.,0,NONE,bantwitter,train
1397239652931735552,@Sudhakar9293 @srivatsayb Sir who is we here ? No one wants this ban just people like you,0,NONE,bantwitter,train
1397245607014805507,"@Sudhakar9293 @srivatsayb Modi is bad for our India, not twitter",1,HOF,bantwitter,train
1397648037535571968,"@Sudhakar9293 @srivatsayb Old man, what we are discussing here is all about our constitutional rights, free speech and expression. Don't be a blind fake patroit!!

#IStandWithTwitterIndia",1,HOF,bantwitter,train
1397111694904623106,"@srivatsayb Kuch pata hota nahi hai bhokna shuru kar dete hai kuch guidelines the jo follow karne bola tha for data security jo ye kar nahi rahe isliye chalu hai ye, thoda akkal ka upyog kijiye, bas smartphone hath mai hai to kuch bhi kachra na failaye.",1,HOF,bantwitter,train
1397178384401141764,@NikitPulekar @srivatsayb nye IT rules agar platforms follow krne lage to sarkar ko hak mil jaega ki log in platforms pe kya post karenge use control kare to agar govt ko koi criticize kare to uska account ban krne ka govt ko license mil jaega khud tereko kuch pta nhi aa gya idhar chutiyapa karne,1,HOF,bantwitter,train
1397114601150550017,"@srivatsayb But China has also Vaccinated 14 million in a day. No?

China is developing faster than India and u like it. No?

China is best according to u. But India is bad. No?

Fir let's go Chinese way!!
Acha hi hai na",1,HOF,bantwitter,train
1397130151813533697,@RiseofBurnol @srivatsayb 🤦🏻‍♂️desh aise logo se khatre mei zaroor h,1,HOF,bantwitter,train
1397148823441473541,@RiseofBurnol @srivatsayb bhenchod china yaha kaha se agaya😭,1,HOF,bantwitter,train
1397211357662093324,"@RiseofBurnol @srivatsayb Well china is also an atheist majority country, they condemn religion, you aren't allowed to become a government officials if you follow a religion. I'm up for it, but are you🤣🤣🤣",0,NONE,bantwitter,train
1397227544454238210,@RiseofBurnol @srivatsayb China doesn't give importance to religion. Will you do the same?,0,NONE,bantwitter,train
1397123585462792192,"@srivatsayb We need India's own Twitter, kab tak angrejo ki gulami katogi, padh likh k engineering karo fir inlogo k under kaam, why not India own Twitter kind of app",0,NONE,bantwitter,train
1397815459349598209,@avinashsingh789 @srivatsayb Please join Koo india own Twitter,0,NONE,bantwitter,train
1397130468651278342,@srivatsayb Iran has some form of censorship (like India does) but it didn't ban Twitter. At least I wasn't able to find any report on it. Maybe somebody can link to it. Banning Twitter would make India even less of a democracy than it already is. FOE is one of the pillars of democracy.,0,NONE,bantwitter,train
1397420909133139969,@MisterE_2020 @srivatsayb Shaheed Babri Masjid... Well there you go... Your reason on being miffed over this decision of the current government like all the other decisions of the current government irrespective of whether it's good or bad is crystal clear. 😂😂😂😂,0,NONE,bantwitter,train
1397817600176902150,@MisterE_2020 @srivatsayb We dont need democracy. We need a hindu rashtra like 53 countries have islamic rashtra,0,NONE,bantwitter,train
1397262170404974592,"@MisterE_2020 @srivatsayb Bruh India isn't your country...57 nations are there of ur choice..u can live there with ur religious law...
or else find Kaagaz",1,HOF,bantwitter,train
1397133266256232458,"@srivatsayb Says a person who runs the social media of a party that is hand in gloves with China.
A party that supports China on every issue. 
A party that praises China for everything.
 A party that did deal with China in an unofficial way during UPA govt.
Irony died a thousand deaths.",0,NONE,bantwitter,train
1397815794080251910,"@SumanSaurabh007 @srivatsayb If China cannlive without Twitter why cant India. China is the power of the future. US, UK etc are countries in decline",0,NONE,bantwitter,train
1397147487849181184,"@SumanSaurabh007 @srivatsayb China has its own network, China is a sovereign country, do not want to do the United States network colonization, but as an individual can go to any website. India is not an independent country and needs to do American cyber colonization",0,NONE,bantwitter,train
1397136574874222593,"@srivatsayb Have been saying this since 2014. India has become mixture of Iran n N.Korea. where leader was made into a god figure, n blind followers attacked anyone who opposed it. His face thrust everywhere,from petrol pumps to vaccine certificates. As if he is doing favours to indians.",0,NONE,bantwitter,train
1397815383994761220,@kaykraze @srivatsayb Such hatred is allowed in twitter,0,NONE,bantwitter,train
1397149767340232705,"@kaykraze @srivatsayb We would rather prefer to be an autocracy ruled by an Indian elite ruler, than an autocracy ruled by big tech firms from California.

Twitter is NOT a basic requirement of democracy.",0,NONE,bantwitter,train
1397155165296152580,"@kaykraze @srivatsayb 2014 se pehle kaha tha tu bhai..tab kya sab thik tha? have you ever imagine why so much hate are spreading now. Nah coz tum logo chamcha banna hai..
I would say BJP is not up to the mark but congress has crossed limit to defame BJP as well India. BJP is fine but India not at all",1,HOF,bantwitter,train
1397139266887585794,"@srivatsayb yup lets make it an authoritarian regime, Please help",1,HOF,bantwitter,train
1397151495062269955,@srivatsayb I thought congress supports China decisions. Meanwhile we have got our local platform Koo to use.,0,NONE,bantwitter,train
1397155911609716736,"@srivatsayb Beware!! When a private company from outside starts controlling the emotion &amp; narrative of a nation.*""East India company happens""* #BanTwitterInIndia #TwitterIndiaRaid #TwitterBan #TwitterIndia #ToolKitGang #Toolkit #Narrative2021 #ProudToBeIndian #NationFirst",0,NONE,bantwitter,train
1397819197598564352,"@Vikir20842503 @srivatsayb Twitter is also a virus like Corona. It weakens society s from within by rasing infighting and inviting civil unrest. It is already destroying countries like US, UK",1,HOF,bantwitter,train
1397157849608847360,"@srivatsayb Sometimes i feel ki ye vote deke galti kardi .. Life ka sabse bura decision mera . 
Health infrastructure 0
Jobs 0
Privatization
Etc etc.",1,HOF,bantwitter,train
1397169849797779457,@shubham92738047 @srivatsayb Shabbash! Mera bhi same haal hai,1,HOF,bantwitter,train
1397168173284139012,"@srivatsayb You can leave india 
Settle in a country where you can use twitter 
If it is banned",0,NONE,bantwitter,train
1397572479611129868,@MakutaHamaka @srivatsayb Hum to India me hi use karenge. When technology is going to help?,0,NONE,bantwitter,train
1397169435983564800,@MakutaHamaka @srivatsayb Or you can leave Twitter and live in stone age if you don't like it,0,NONE,bantwitter,train
1397180328574287884,@srivatsayb Before democracy it's replublic first ...... anyways u like monarchs. Congress chamchas are and their gulam mindset,1,HOF,bantwitter,train
1397193073835249668,@srivatsayb Rahul Ka Gulam chamcha..gyan de RHA hai 😀,1,HOF,bantwitter,train
1397201412237533190,@srivatsayb भाई साहब दिमाग चल गया है आप का चूतिये बनें या पैदा ही चूतिये हुए हैं,1,HOF,bantwitter,train
1397235232621932545,"Just realised that the #TwitterBan news has made many #tukdetukde gang become pro Modi. Suddenly they are worried abt his wellbeing and how concerned are they and also not wanting him to suffer repercussions.... Such love for Modi was unseen before.
अभी आपकी दुकाने बंद ! https://t.co/EbU4yfn0W6",0,NONE,bantwitter,train
1397235737980985350,"@ashokepandit Sir, we will do kafi ninda only or book as per law?",0,NONE,bantwitter,train
1397235825193127943,@ashokepandit लूटतंत्र खतरे मे आ गया फिरसे.. 😂,1,HOF,bantwitter,train
1397236075274309634,"@ashokepandit बेचारे ?
इनका पूरा धंदा ही twitter  चलता था 
बेरोजगार हो जाएंगे",1,HOF,bantwitter,train
1397400864839536641,@Narayan13563102 kon bjp it cell walee?,0,NONE,bantwitter,train
1397236650271461381,@ashokepandit Ab kaun paisa dega bhakwas karne ka..,1,HOF,bantwitter,train
1397236759814152198,@ashokepandit Half of the journalists will become jobless or lose their significance..,0,NONE,bantwitter,train
1397236792408039430,@ashokepandit 😂😂😂,1,HOF,bantwitter,train
1397237183384330241,@ashokepandit These assholes were surviving on 150/- per tweet..ab inke tukde tukde hone wale hai 😂,1,HOF,bantwitter,train
1397243795100610565,@sunnwire @ashokepandit Please also worry about BJP IT Cell bots who will loose job of 2Rs for spreading lies and hatred...What will happen to Nation with Namo Page? What will happen to Post Card?..,1,HOF,bantwitter,train
1397286354103390208,@sunnwire @ashokepandit Bro do you realise this is the last tweet for which u will get 2 rs ? How  will your buy ur booze to reenergise ur a gram brain,1,HOF,bantwitter,train
1397237259863273476,@ashokepandit इसका विनाश तो पक्का है,1,HOF,bantwitter,train
1397237714609754114,@ashokepandit 😂😂😂💯,1,HOF,bantwitter,train
1397237891235987461,"@ashokepandit सच हैं,वीनाशकाले वीपरीत बुद्धि, i agree",0,NONE,bantwitter,train
1397237975428308992,@ashokepandit Sir aapki naukri bhi khatre mein he..,0,NONE,bantwitter,train
1397241298097147920,@ashokepandit Congress finished eska dukan bhi finished.,1,HOF,bantwitter,train
1397241784154181641,@ashokepandit ab andh bhakt ka dhanda band ho gaya,1,HOF,bantwitter,train
1397242797120438273,"@ashokepandit If you had known better English then you wouldn't have found any ""Pro-Modi"" thing in the tweet 😂😂😂 
What is Pro-Modi thing in her tweet ?? Tell me",0,NONE,bantwitter,train
1397244463018385412,"@ashokepandit हमें तो  दुःख इस बात है की तुमने जो दिहाड़ी मज़दूर रखे सिर्फ़ हमें डिफ़ेंड करने के लिए उन बेचारे बेरोज़गारों का क्या होगा अब तो उन्हें रोज़गार की चिंता होगी 

“मज़ा तो अब आएगा ना संतरे के छिलंकों”",1,HOF,bantwitter,train
1397244721219637253,@Humanist_IND @ashokepandit 😂😂,1,HOF,bantwitter,train
1397245301413584896,@Humanist_IND @ashokepandit Dusro ko RT bhi diya kare bhai,0,NONE,bantwitter,train
1397268965768896512,@Humanist_IND @ashokepandit Moot peene wale congressi iski kab se chinta karne lagg gye ?,1,HOF,bantwitter,train
1397490428857884673,@Humanist_IND @ashokepandit संत्रे के छिलको...good one.,1,HOF,bantwitter,train
1397244704475987971,"@ashokepandit जब आग लगेगी, घर आपका भी जद में आयेगा। आग लगाने वाले बन ने कि बजाए आग बुझाने वाले बनिए। बोलने की आज़ादी खतरे में है और आपको अभी तक समझ नहीं आ रहा तोह भगवान आपका भला करे।",0,NONE,bantwitter,train
1397245613079728130,@ashokepandit Every action has equal and opposite reaction! Just remember chamche Andhbhakt!,1,HOF,bantwitter,train
1397245817556242433,"@ashokepandit अरे मोदी जी कर ही नहीं सकता सोशल मीडिया को बैन-
क्योंकि आपके मालिक को पता है अगर इसको बैन कर दिया तो सरकार का विकास बाहर सड़क पर आ जाएगा!
लंबी लंबी फेंकने पर देखेगा कौन?
प्याज़ काटते वक्त जो आंसू आते हैं वो देखेगा कौन?
लोगों को समय मिलेगा तो लोग विकास के बारे में पूछेंगे।
ओके 😷",1,HOF,bantwitter,train
1397268720892841985,@swamiraj636 @ashokepandit Vikas dekhne walon ko dikhta hai....saree pehn kar signal per tali bajane walo ko nai,1,HOF,bantwitter,train
1397249451308163072,"@ashokepandit Let this Kamini third class shameless Pakistani go to Pakistan,  do journalism there.",1,HOF,bantwitter,train
1397253992975978496,@ashokepandit She should be brought under strict action as this woman is always spreading venom.,0,NONE,bantwitter,train
1397269009775562753,"@prithish_bjp @ashokepandit What about those spreading gobar? Take @SadhviPragya_MP @yogrishiramdev tarnishing India's image in international arena. 

Like a month or two ago we were applauding our doctors, nurses and now we are questioning them over the deaths of people died due to ""system"" collapse?",0,NONE,bantwitter,train
1397273742091317248,@prithish_bjp @ashokepandit First off all India got enough venom from godi media and godi 🐕,0,NONE,bantwitter,train
1397256994713702402,@ashokepandit Kal tak jo bolte the social media ek hathyar hai aaj kewal ek jhanki se darr gaye Dariye Mat modi andhbhakto yeah tu shuruat hai modi ke anth ki abhi to bahut kuch baqi hai 2022 mein UP jayega fir modi ki kurisi jayegi,0,NONE,bantwitter,train
1397259565176025088,@ashokepandit Are u crazy https://t.co/7gqdH1Dh4A,0,NONE,bantwitter,train
1397260509787820035,@ashokepandit दुकान तो बहुत दिनों से बंद पड़ी हैं कुछ काम धाम देख लो पंडित जी...कैसे करते हो मैनेज प्रभु.,0,NONE,bantwitter,train
1397260965255606272,@ashokepandit Who else know them except twitter 😃😃,0,NONE,bantwitter,train
1397263616131276800,"@ashokepandit Picking one quote out of many 🥱 
Not cool @brother",0,NONE,bantwitter,train
1397264316273807360,@ashokepandit आपकी दुकान भी बंद हो जाएगी चाचाजी,1,HOF,bantwitter,train
1397264659305046018,"@ashokepandit Not only Twitter but also Alt News after doc analysis found some of the letter heads forged in the documents shared by Dr Patra,police should check the analysis done as it could prove an important evidence in cases filed.",0,NONE,bantwitter,train
1397273586222522368,"@ashokepandit I wish u could understand English like you could read and write !!! 
#AndhBhakt 🤣🤣🤣",1,HOF,bantwitter,train
1397273959737946117,@ashokepandit @PMOIndia @narendramodi @AmitShah #TwitterBan agree and a company can’t accept rule of land so why not yo ban them,0,NONE,bantwitter,train
1397276107649568770,@ashokepandit 😂😂😂😂 usko ghanta farq nahi padta,0,NONE,bantwitter,train
1397278166499004418,"@ashokepandit बीजेपी की दुकान ही सोशल मीडिया /मीडिया पे टिकी हैं.
Twitter/facebook बैन हो जायेगा फिर बेचारे IT cell वाले क्या करेंगे.... ऐसी ही इतनी बेरोजगारी बढ़ गयी हैं देश में.",1,HOF,bantwitter,train
1397283599859130371,@ashokepandit Q. ऐसी कौनसी जगह(राज्य) है जहां बीजेपी के खिलाफ एक भी प्रोटेस्ट नहीं हो रहा ?,0,NONE,bantwitter,train
1397296420089077761,@ashokepandit She is talking about repercussions to india in terms of various global indexs and overall global image....,0,NONE,bantwitter,train
1397311724580007944,@ashokepandit Ja be gadhe,1,HOF,bantwitter,train
1397329239301447681,"@ashokepandit Ashok sir aaj kal 
Kar kya rahe o",0,NONE,bantwitter,train
1397340762530992130,@ashokepandit Becharon chamacho ki dukane bnd ho gyi... Sahi b h  for the security &amp; data breach reasons sari social media organization ko under the indian govt hi kaam krna hota h yahi rule h,1,HOF,bantwitter,train
1397343012074659841,@ashokepandit अनारकली का फ़ोन था! आइस-क्रीम खाना ज़रूरी है sir,0,NONE,bantwitter,train
1397363184151846917,@ashokepandit GODI ki aukat nahi hai... Twitter and Face book ban karde.... Challenge you....,1,HOF,bantwitter,train
1397374800096419841,@ashokepandit 'Vinashkale vipareedha Budhi' the favourite sanskrit quote from holy Hindu scripture has nowadays seems to have become favourite quote from habitual modi haters! But it may not turn out to be vinasakal of the person they have in mind!!,0,NONE,bantwitter,train
1397408205521686532,@ashokepandit And suddenly quote in sanscrit,0,NONE,bantwitter,train
1397433556893270022,@ashokepandit The bigger question for tukde gang is that how will they survive without these platforms.,0,NONE,bantwitter,train
1397483329260122112,@ashokepandit Plus using sanskrit phrases 🤔🤔🤔🤔😡😡,0,NONE,bantwitter,train
1397524676025339908,@ashokepandit NEW INDIA,0,NONE,bantwitter,train
1397237960400060422,"@ashokepandit As India has crossed 3 trillion in market cap and foreign reserve is the highest despite of a pandemic since last year, banning a mere social media platform will lead to destruction. She needs a pad on his forehead to talk some sense and logic.",1,HOF,bantwitter,train
1397242427098992641,@ashokepandit गाली दे रहे हैं भाई,0,NONE,bantwitter,train
1397243637235335172,@ashokepandit Inke roji roti ka swal hai.,0,NONE,bantwitter,train
1397271975068770304,"@ashokepandit Pandit UNKIL key Kami Thi
Aagay UNKIL Apnay Malik Ka Talwa CHATNAY Kay Liya",1,HOF,bantwitter,train
1397489573039513602,@ashokepandit Bhakts have started their narrative in losing cause. Good one.,0,NONE,bantwitter,train
1397236059860258816,@ashokepandit Who says journalism in India is throttled?????,0,NONE,bantwitter,train
1397236075253452804,"@ashokepandit 😆😆😆😆 who is she ,, bolte he budbee aati hai,, gaddar",1,HOF,bantwitter,train
1397239421817298944,@ashokepandit Randi Ayyub ke maa k....,1,HOF,bantwitter,train
1397240300133888013,@ashokepandit Ban Rana ayyub,0,NONE,bantwitter,train
1397240964872384525,@channu6 @ashokepandit ok go do it,0,NONE,bantwitter,train
1397240834534293505,@ashokepandit You real sanghi Terrorist andh bhakt,1,HOF,bantwitter,train
1397244012344582144,@ashokepandit Uncle ka job chala jayega abb... feel sorry for u and it cell member's..abb kya hoga,1,HOF,bantwitter,train
1397244841004838912,@ashokepandit Truth reviled itself.  You gang is gay that is truth you lot is coward. Who cares what get band.,1,HOF,bantwitter,train
1397258765905252352,@ashokepandit Aur aapki,0,NONE,bantwitter,train
1397259395109584902,@ashokepandit Uncle aap tension mat lo...agli baar pradhani ka ticket milega aapko...ab boliye..Go corona Go,0,NONE,bantwitter,train
1397259829740072961,@ashokepandit Chal ne ❤️de....nikal 🖕,1,HOF,bantwitter,train
1397260325427113991,"@ashokepandit #BanTwitterInIndia 
#BanTWITTER
NATION FIRST NO COMPROMISE.",0,NONE,bantwitter,train
1397262177254268933,@ashokepandit ashoke pandit more like asshole pandit,1,HOF,bantwitter,train
1397267722690437122,"@ashokepandit Hey @RanaAyyub 
Would you like to keep your mouth... Shut up

Think about yourself instead of @narendramodi",0,NONE,bantwitter,train
1397269067648552966,@ashokepandit Tu apni soch Dalal...teri chavanni to gyi 😂,1,HOF,bantwitter,train
1397270485553999877,@ashokepandit Phenke hue tukdon par palne wala ..,1,HOF,bantwitter,train
1397273554618437633,@ashokepandit Darpok Modi 😂,1,HOF,bantwitter,train
1397276262440206343,@ashokepandit Dukan kar bhi kon raha?  Tu?  Irony.,0,NONE,bantwitter,train
1397281446750932992,"@ashokepandit हां ना २ रुपए/ट्विट वाले सब बेरोजगार!

मोदी हैं तो मुनकिन हैं ❤️",0,NONE,bantwitter,train
1397282952300486658,@ashokepandit Dukan tera bhi bandh hoga,1,HOF,bantwitter,train
1397293500467617792,@ashokepandit Agar iski jagah America ne koi Indian app ko aise hi ban karne ki bat ki hoti to tum bhi aisa hi bolti,0,NONE,bantwitter,train
1397293774393331713,@ashokepandit Ye socho Twitter ban hone ke bad 2 bhk journalist ka kya hoga,0,NONE,bantwitter,train
1397303237997256705,@ashokepandit Kya re bhakt madharch*d,1,HOF,bantwitter,train
1397310833256927234,"@ashokepandit Abey Chooooo 
Samaj ke liye akkal ki jaroorat hai jo tere paas nahi !!",1,HOF,bantwitter,train
1397311442097885185,@ashokepandit Something is fishy...is govt afraid being exposed....😒😒😒 https://t.co/sChW1uGT0u,0,NONE,bantwitter,train
1397326350365597700,"@ashokepandit इस दुकान के सबसे बड़े ग्राहको मे से आप भी एक ग्राहक है, वो भी उधार रखने वाले 🤣😂😝",0,NONE,bantwitter,train
1397334733135048705,@ashokepandit Nikal bhakt chutiye,1,HOF,bantwitter,train
1397402493278064644,"@ashokepandit Paid agent for anti India activities. Ban Twitter in India. Let's all move to Indian App""KOO"".",0,NONE,bantwitter,train
1397238388919619588,@ashokepandit Faku Modi supporter or bhad...w..?,1,HOF,bantwitter,train
1397276663705083904,@ashokepandit Nana g baas kijiye,0,NONE,bantwitter,train
1397242112341577730,@ashokepandit Tu apni soch jiske liye tujhe paise milte hai har tweet k liye aor jiski wajah se charcha mey rahta hai. Ban hua toh bahut acha hoga kam se kam tum jaise ki wajah se nafrat kami hogi..,0,NONE,bantwitter,train
1397575440009629703,"@ashokepandit Let’s educate the people who setill don’t understand what is going on.

1. The IT Rules were notified 3 months ago.

2. One of the main things in them was for SM companies to set up a complaint redressal system.

3. Tech Giants have to be transparent in their policies, not vagu",0,NONE,bantwitter,train
1397245294597783556,"Countries where Twitter is banned:
1) China
2) North Korea
3) Iran

It requires a special category of 'neechta' to put India in this league.",1,HOF,bantwitter,train
1397245715521445900,@kapsology Your BJP has that..,1,HOF,bantwitter,train
1397245812233576448,@kapsology It’s not ban in Iran here is the link of Iran supremo leader https://t.co/WIxvo5u8fA,0,NONE,bantwitter,train
1397245863836143623,@kapsology Twitter 😭😭😭 https://t.co/jWNENrytAN,1,HOF,bantwitter,train
1397246321145298944,"@kapsology Neechta nahin Himmat chahiye USA ko offend karne ki . Isko loan kahan se milega IMF and World bank se , if he bans Twitter .",1,HOF,bantwitter,train
