text,label,source,lang_pair,text_original,noise_level
1397243795100610565,1,hasoc2021,hi-en,1397243795100610565,high
1397286354103390208,1,hasoc2021,hi-en,1397286354103390208,high
1397237259863273476,1,hasoc2021,hi-en,1397237259863273476,high
1397237714609754114,1,hasoc2021,hi-en,1397237714609754114,high
1397237891235987461,0,hasoc2021,hi-en,1397237891235987461,high
1r97237975428308992,0,hasoc2021,hi-en,1397237975428308992,high
1397241298097147920,1,hasoc2021,hi-en,1397241298097147920,high
139724178t154181641,1,hasoc2021,hi-en,1397241784154181641,high
1397242797120438273,0,hasoc2021,hi-en,1397242797120438273,high
1397244463018385412,1,hasoc2021,hi-en,1397244463018385412,high
1397244721219637253,1,hasoc2021,hi-en,1397244721219637253,high
k397245301413584896,0,hasoc2021,hi-en,1397245301413584896,high
1u97268965768896512,1,hasoc2021,hi-en,1397268965768896512,high
1397490428857884673,1,hasoc2021,hi-en,1397490428857884673,high
1397244704475987971,0,hasoc2021,hi-en,1397244704475987971,high
1397245613079728130,1,hasoc2021,hi-en,1397245613079728130,high
1397245817556242433,1,hasoc2021,hi-en,1397245817556242433,high
1397268720892841985,1,hasoc2021,hi-en,1397268720892841985,high
1397249451308163072,1,hasoc2021,hi-en,1397249451308163072,high
1397253992975978496,0,hasoc2021,hi-en,1397253992975978496,high
1397269009775562753,0,hasoc2021,hi-en,1397269009775562753,high
1397273742091317248,0,hasoc2021,hi-en,1397273742091317248,high
1397256994713702402,0,hasoc2021,hi-en,1397256994713702402,high
1397259565176025088,0,hasoc2021,hi-en,1397259565176025088,high
1397260509787820035,0,hasoc2021,hi-en,1397260509787820035,high
1397260965255606272,0,hasoc2021,hi-en,1397260965255606272,high
139726361r131276800,0,hasoc2021,hi-en,1397263616131276800,high
1397264316273807360,1,hasoc2021,hi-en,1397264316273807360,high
1397264659305046018,0,hasoc2021,hi-en,1397264659305046018,high
139727358622m522368,1,hasoc2021,hi-en,1397273586222522368,high
1397273959737946117,0,hasoc2021,hi-en,1397273959737946117,high
1397276107649568770,0,hasoc2021,hi-en,1397276107649568770,high
1397278166499004418,1,hasoc2021,hi-en,1397278166499004418,high
1397283599859130371,0,hasoc2021,hi-en,1397283599859130371,high
1397296420089 077761,0,hasoc2021,hi-en,1397296420089077761,high
1397311724580007944,1,hasoc2021,hi-en,1397311724580007944,high
13 97329239301447681,0,hasoc2021,hi-en,1397329239301447681,high
1397340762530992130,1,hasoc2021,hi-en,1397340762530992130,high
1397343012074659841,0,hasoc2021,hi-en,1397343012074659841,high
139736318415184 6917,1,hasoc2021,hi-en,1397363184151846917,high
1397374800096419841,0,hasoc2021,hi-en,1397374800096419841,high
1397408205521686532,0,hasoc2021,hi-en,1397408205521686532,high
1397433556893270022,0,hasoc2021,hi-en,1397433556893270022,high
1397483329260122112,0,hasoc2021,hi-en,1397483329260122112,high
1397524676025339908,0,hasoc2021,hi-en,1397524676025339908,high
1397237960400060422,1,hasoc2021,hi-en,1397237960400060422,high
1397242 427098992641,0,hasoc2021,hi-en,1397242427098992641,high
1397243637235335172,0,hasoc2021,hi-en,1397243637235335172,high
1397271975068770304,1,hasoc2021,hi-en,1397271975068770304,high
1397489573039513602,0,hasoc2021,hi-en,1397489573039513602,high
1397236059860258816,0,hasoc2021,hi-en,1397236059860258816,high
1397236075253452804,1,hasoc2021,hi-en,1397236075253452804,high
1397239421817298944,1,hasoc2021,hi-en,1397239421817298944,high
1397240300133888013,0,hasoc2021,hi-en,1397240300133888013,high
1397240964872384525,0,hasoc2021,hi-en,1397240964872384525,high
1397240834534293505,1,hasoc2021,hi-en,1397240834534293505,high
1397244012344582144,1,hasoc2021,hi-en,1397244012344582144,high
1397244841004838912,1,hasoc2021,hi-en,1397244841004838912,high
1397258765905252352,0,hasoc2021,hi-en,1397258765905252352,high
1397259395109584902,0,hasoc2021,hi-en,1397259395109584902,high
1397259829740072961,1,hasoc2021,hi-en,1397259829740072961,high
139726032i427113991,0,hasoc2021,hi-en,1397260325427113991,high
1397262177254268933,1,hasoc2021,hi-en,1397262177254268933,high
1397267722690437122,0,hasoc2021,hi-en,1397267722690437122,high
1397269067648552966,1,hasoc2021,hi-en,1397269067648552966,high
1397270485553999877,1,hasoc2021,hi-en,1397270485553999877,high
139727355a618437633,1,hasoc2021,hi-en,1397273554618437633,high
1397276262440206343,0,hasoc2021,hi-en,1397276262440206343,high
1397281446750932992,0,hasoc2021,hi-en,1397281446750932992,high
1397282952300486658 umm,1,hasoc2021,hi-en,1397282952300486658,high
1397293500467617792 hmm,0,hasoc2021,hi-en,1397293500467617792,high
1397293774393331713,0,hasoc2021,hi-en,1397293774393331713,high
1397303237997256705,1,hasoc2021,hi-en,1397303237997256705,high
1397310833256927234,1,hasoc2021,hi-en,1397310833256927234,high
1397311442097885185,0,hasoc2021,hi-en,1397311442097885185,high
1397326350365597700,0,hasoc2021,hi-en,1397326350365597700,high
1397334733135048705,1,hasoc2021,hi-en,1397334733135048705,high
1397402493278064644,0,hasoc2021,hi-en,1397402493278064644,high
1397238388919619588,1,hasoc2021,hi-en,1397238388919619588,high
1397276663705083904,0,hasoc2021,hi-en,1397276663705083904,high
1397242112341577730,0,hasoc2021,hi-en,1397242112341577730,high
1397575440009629703,0,hasoc2021,hi-en,1397575440009629703,high
1397245294597783556,1,hasoc2021,hi-en,1397245294597783556,high
1397245715521445900,1,hasoc2021,hi-en,1397245715521445900,high
1397245812233576448,0,hasoc2021,hi-en,1397245812233576448,high
1397245863836143623,1,hasoc2021,hi-en,1397245863836143623,high
1397246321145298944,1,hasoc2021,hi-en,1397246321145298944,high
1397246481095069697,1,hasoc2021,hi-en,1397246481095069697,high
139724913263760999i,1,hasoc2021,hi-en,1397249132637609996,high
1397264555802300421,0,hasoc2021,hi-en,1397264555802300421,high
1397265414510374912 arre,1,hasoc2021,hi-en,1397265414510374912,high
1397359078037282819,1,hasoc2021,hi-en,1397359078037282819,high
1397245565252116485 umm,0,hasoc2021,hi-en,1397245565252116485,high
1r97246054932926467,0,hasoc2021,hi-en,1397246054932926467,high
1397246462556266504,0,hasoc2021,hi-en,1397246462556266504,high
1397248782744440834,1,hasoc2021,hi-en,1397248782744440834,high
1397248663382990850,0,hasoc2021,hi-en,1397248663382990850,high
139k252557379080201,1,hasoc2021,hi-en,1397252557379080201,high
1397275849309687809,0,hasoc2021,hi-en,1397275849309687809,high
139725i094768111616,0,hasoc2021,hi-en,1397259094768111616,high
1397895650218430465,0,hasoc2021,hi-en,1397895650218430465,high
1397895959116345347,0,hasoc2021,hi-en,1397895959116345347,high
1397898335403622401,1,hasoc2021,hi-en,1397898335403622401,high
1397938350682611713,1,hasoc2021,hi-en,1397938350682611713,high
1397951296519376897,1,hasoc2021,hi-en,1397951296519376897,high
1398025266161586177,1,hasoc2021,hi-en,1398025266161586177,high
1398030709420294146,1,hasoc2021,hi-en,1398030709420294146,high
o398114518652260354,1,hasoc2021,hi-en,1398114518652260354,high
1398137930170834944,1,hasoc2021,hi-en,1398137930170834944,high
1398147001984847879,0,hasoc2021,hi-en,1398147001984847879,high
1398017926897225731,1,hasoc2021,hi-en,1398017926897225731,high
1397897047114723332,1,hasoc2021,hi-en,1397897047114723332,high
1398163039585673217,0,hasoc2021,hi-en,1398163039585673217,high
1397895973968367620,0,hasoc2021,hi-en,1397895973968367620,high
1397897874705305603,0,hasoc2021,hi-en,1397897874705305603,high
1397947579384532995,1,hasoc2021,hi-en,1397947579384532995,high
1398083634360315908,1,hasoc2021,hi-en,1398083634360315908,high
1397896180135202821,0,hasoc2021,hi-en,1397896180135202821,high
1397911505509654528,1,hasoc2021,hi-en,1397911505509654528,high
1397951222557118477,0,hasoc2021,hi-en,1397951222557118477,high
1397982027484307459,0,hasoc2021,hi-en,1397982027484307459,high
1397897344994070532,1,hasoc2021,hi-en,1397897344994070532,high
1397912660688052228,0,hasoc2021,hi-en,1397912660688052228,high
1397k97601144422406,1,hasoc2021,hi-en,1397897601144422406,high
1397932752763162626,0,hasoc2021,hi-en,1397932752763162626,high
1398053761533153281 umm,1,hasoc2021,hi-en,1398053761533153281,high
1398162043916619776,1,hasoc2021,hi-en,1398162043916619776,high
1397898088258293761,0,hasoc2021,hi-en,1397898088258293761,high
1397900979194908675,0,hasoc2021,hi-en,1397900979194908675,high
13978980887657l9013,0,hasoc2021,hi-en,1397898088765739013,high
1397899179364548609,0,hasoc2021,hi-en,1397899179364548609,high
1398180543917793281,1,hasoc2021,hi-en,1398180543917793281,high
1397948784710078468,0,hasoc2021,hi-en,1397948784710078468,high
1397898207946960896,0,hasoc2021,hi-en,1397898207946960896,high
13978982k8439857157,1,hasoc2021,hi-en,1397898288439857157,high
1397898437211824137,1,hasoc2021,hi-en,1397898437211824137,high
1397906377054425098,1,hasoc2021,hi-en,1397906377054425098,high
1397916975129501699,0,hasoc2021,hi-en,1397916975129501699,high
13979 31376234557442,1,hasoc2021,hi-en,1397931376234557442,high
1397946197143216137,1,hasoc2021,hi-en,1397946197143216137,high
1397946919859544065,1,hasoc2021,hi-en,1397946919859544065,high
1397950327144415237,1,hasoc2021,hi-en,1397950327144415237,high
1397954325016498177,1,hasoc2021,hi-en,1397954325016498177,high
1397955010432929794 err,1,hasoc2021,hi-en,1397955010432929794,high
1397961186637873153,1,hasoc2021,hi-en,1397961186637873153,high
1397964515216551939,0,hasoc2021,hi-en,1397964515216551939,high
1397994323195486209,0,hasoc2021,hi-en,1397994323195486209,high
1398127509808377858,1,hasoc2021,hi-en,1398127509808377858,high
1398228905249574921,1,hasoc2021,hi-en,1398228905249574921,high
1398296299686883334,1,hasoc2021,hi-en,1398296299686883334,high
1397946105304784898,1,hasoc2021,hi-en,1397946105304784898,high
1398359145330348033,1,hasoc2021,hi-en,1398359145330348033,high
1398160918576459776,1,hasoc2021,hi-en,1398160918576459776,high
1397941037578870786,1,hasoc2021,hi-en,1397941037578870786,high
1397947040038998018,1,hasoc2021,hi-en,1397947040038998018,high
1397981808516505600,0,hasoc2021,hi-en,1397981808516505600,high
1397981974065778699,1,hasoc2021,hi-en,1397981974065778699,high
1398236350680162304,1,hasoc2021,hi-en,1398236350680162304,high
1397898585828565002,0,hasoc2021,hi-en,1397898585828565002,high
13979599186325872 65,1,hasoc2021,hi-en,1397959918632587265,high
1397898737263857664,0,hasoc2021,hi-en,1397898737263857664,high
1397905544560611328,1,hasoc2021,hi-en,1397905544560611328,high
1397898893598199811,0,hasoc2021,hi-en,1397898893598199811,high
1397912931279400962,0,hasoc2021,hi-en,1397912931279400962,high
1397899787224031246,0,hasoc2021,hi-en,1397899787224031246,high
1397903783493992449,1,hasoc2021,hi-en,1397903783493992449,high
13979261997796761e7,1,hasoc2021,hi-en,1397926199779676167,high
1397946474957180930,1,hasoc2021,hi-en,1397946474957180930,high
1397951343655100421,1,hasoc2021,hi-en,1397951343655100421,high
1397956632647135233,1,hasoc2021,hi-en,1397956632647135233,high
1397963241918144514,1,hasoc2021,hi-en,1397963241918144514,high
1397966415680790530,1,hasoc2021,hi-en,1397966415680790530,high
1397969881887354880,1,hasoc2021,hi-en,1397969881887354880,high
139799 5865977987072,0,hasoc2021,hi-en,1397995865977987072,high
1398100944387145729,1,hasoc2021,hi-en,1398100944387145729,high
1398103801739976706,1,hasoc2021,hi-en,1398103801739976706,high
1397899896930197506,0,hasoc2021,hi-en,1397899896930197506,high
1397943149721317376,0,hasoc2021,hi-en,1397943149721317376,high
1397962401035653122,1,hasoc2021,hi-en,1397962401035653122,high
1397974936 170475528,0,hasoc2021,hi-en,1397974936170475528,high
1397899927804538887,1,hasoc2021,hi-en,1397899927804538887,high
1397932715081486338,0,hasoc2021,hi-en,1397932715081486338,high
1397982133159796737,0,hasoc2021,hi-en,1397982133159796737,high
1397900130955644928,0,hasoc2021,hi-en,1397900130955644928,high
1397905820285751301,0,hasoc2021,hi-en,1397905820285751301,high
1397901294442930184,0,hasoc2021,hi-en,1397901294442930184,high
1397902031663239172,0,hasoc2021,hi-en,1397902031663239172,high
1398079674928881665 err,1,hasoc2021,hi-en,1398079674928881665,high
1397942297929478146,1,hasoc2021,hi-en,1397942297929478146,high
1397914911431217152,0,hasoc2021,hi-en,1397914911431217152,high
1397915523359285254,0,hasoc2021,hi-en,1397915523359285254,high
1397915530929991693,0,hasoc2021,hi-en,1397915530929991693,high
1397915577537101826,0,hasoc2021,hi-en,1397915577537101826,high
1397922775428255746,0,hasoc2021,hi-en,1397922775428255746,high
1397915876750286851,0,hasoc2021,hi-en,1397915876750286851,high
1397916183358103565,0,hasoc2021,hi-en,1397916183358103565,high
1397916514683023361,0,hasoc2021,hi-en,1397916514683023361,high
1397916660795772940,0,hasoc2021,hi-en,1397916660795772940,high
1397917683106992132,0,hasoc2021,hi-en,1397917683106992132,high
1398016890291716096,0,hasoc2021,hi-en,1398016890291716096,high
1397918294426877953,0,hasoc2021,hi-en,1397918294426877953,high
1397922885201584136,0,hasoc2021,hi-en,1397922885201584136,high
1398094630781014018,1,hasoc2021,hi-en,1398094630781014018,high
139792079n210627073,0,hasoc2021,hi-en,1397920799210627073,high
1397921914404835339,0,hasoc2021,hi-en,1397921914404835339,high
1397967410674634757,1,hasoc2021,hi-en,1397967410674634757,high
1397922275286937603,0,hasoc2021,hi-en,1397922275286937603,high
1397923345723580423,0,hasoc2021,hi-en,1397923345723580423,high
1397922489863340034,0,hasoc2021,hi-en,1397922489863340034,high
1397923467903651849,1,hasoc2021,hi-en,1397923467903651849,high
1397931600445t51587,0,hasoc2021,hi-en,1397931600445251587,high
1398094536824410122 arre,1,hasoc2021,hi-en,1398094536824410122,high
1398016860780597251,0,hasoc2021,hi-en,1398016860780597251,high
1397923528821727237,0,hasoc2021,hi-en,1397923528821727237,high
1397923605330026497,0,hasoc2021,hi-en,1397923605330026497,high
1397923847257563150,1,hasoc2021,hi-en,1397923847257563150,high
1397928367282745344,0,hasoc2021,hi-en,1397928367282745344,high
1397931137947770886,0,hasoc2021,hi-en,1397931137947770886,high
1397932103782653961,0,hasoc2021,hi-en,1397932103782653961,high
1397966k78186936327,0,hasoc2021,hi-en,1397966178186936327,high
1397931934542532608,0,hasoc2021,hi-en,1397931934542532608,high
13979321334238003k9,1,hasoc2021,hi-en,1397932133423800329,high
139793t328320598017,0,hasoc2021,hi-en,1397932328320598017,high
1397932803329720322,0,hasoc2021,hi-en,1397932803329720322,high
1397933157303812098,0,hasoc2021,hi-en,1397933157303812098,high
1397933374786834432,0,hasoc2021,hi-en,1397933374786834432,high
1397942797471084552,0,hasoc2021,hi-en,1397942797471084552,high
1398024854025031681,0,hasoc2021,hi-en,1398024854025031681,high
1398044850138845185,0,hasoc2021,hi-en,1398044850138845185,high
139k057065176698881,0,hasoc2021,hi-en,1398057065176698881,high
1398050508355506176,1,hasoc2021,hi-en,1398050508355506176,high
139793360216o087045,1,hasoc2021,hi-en,1397933602160087045,high
1397946686714957825,0,hasoc2021,hi-en,1397946686714957825,high
1397934576366854148,1,hasoc2021,hi-en,1397934576366854148,high
1397934931418882055,0,hasoc2021,hi-en,1397934931418882055,high
13979373539440353k0,1,hasoc2021,hi-en,1397937353944035330,high
1397937433660968968,0,hasoc2021,hi-en,1397937433660968968,high
1397949946247081984,0,hasoc2021,hi-en,1397949946247081984,high
1397951797545689088,0,hasoc2021,hi-en,1397951797545689088,high
1397952491568865283,0,hasoc2021,hi-en,1397952491568865283,high
1397944832383873030,1,hasoc2021,hi-en,1397944832383873030,high
1397946587805110275,1,hasoc2021,hi-en,1397946587805110275,high
1398519214818816007,1,hasoc2021,hi-en,1398519214818816007,high
1397947164165214212,1,hasoc2021,hi-en,1397947164165214212,high
1397991637498744835,0,hasoc2021,hi-en,1397991637498744835,high
1397949847609614342,0,hasoc2021,hi-en,1397949847609614342,high
1397986757740613633,0,hasoc2021,hi-en,1397986757740613633,high
13979911 75848484864,0,hasoc2021,hi-en,1397991175848484864,high
139800a979270848517,0,hasoc2021,hi-en,1398000979270848517,high
1397979516585213953,0,hasoc2021,hi-en,1397979516585213953,high
13981086733066321 93,0,hasoc2021,hi-en,1398108673306632193,high
1397s99669607686145,0,hasoc2021,hi-en,1397999669607686145,high
1398001724757970945,1,hasoc2021,hi-en,1398001724757970945,high
1398073610376343553,1,hasoc2021,hi-en,1398073610376343553,high
1397917512893833234,0,hasoc2021,hi-en,1397917512893833234,high
1397922673808736269 hmm,1,hasoc2021,hi-en,1397922673808736269,high
1397934326327627778,1,hasoc2021,hi-en,1397934326327627778,high
1397936332433887232 arre,1,hasoc2021,hi-en,1397936332433887232,high
1397936581466488840 hmm,0,hasoc2021,hi-en,1397936581466488840,high
1397948500730519557,1,hasoc2021,hi-en,1397948500730519557,high
1397989165187301377,0,hasoc2021,hi-en,1397989165187301377,high
1397990911456333825,0,hasoc2021,hi-en,1397990911456333825,high
13980s9273788162048,1,hasoc2021,hi-en,1398059273788162048,high
1398090074764443649,0,hasoc2021,hi-en,1398090074764443649,high
1397915676547817486,1,hasoc2021,hi-en,1397915676547817486,high
1397941689184964610,1,hasoc2021,hi-en,1397941689184964610,high
1397986395663134720,0,hasoc2021,hi-en,1397986395663134720,high
1398017155292012545,1,hasoc2021,hi-en,1398017155292012545,high
1397923242938015749,1,hasoc2021,hi-en,1397923242938015749,high
1397933548087119875,1,hasoc2021,hi-en,1397933548087119875,high
1397940004953886731,1,hasoc2021,hi-en,1397940004953886731,high
1397931331615555587,0,hasoc2021,hi-en,1397931331615555587,high
1397959669696634885,0,hasoc2021,hi-en,1397959669696634885,high
1397959874051338240,0,hasoc2021,hi-en,1397959874051338240,high
1397960049759297540,0,hasoc2021,hi-en,1397960049759297540,high
1391715849979924484,1,hasoc2021,hi-en,1391715849979924484,high
1391730788421439496,0,hasoc2021,hi-en,1391730788421439496,high
1391770989566906368,1,hasoc2021,hi-en,1391770989566906368,high
1391718689020387332,1,hasoc2021,hi-en,1391718689020387332,high
1391950017485631490,1,hasoc2021,hi-en,1391950017485631490,high
1391720425093169153,1,hasoc2021,hi-en,1391720425093169153,high
1391721333155794945,0,hasoc2021,hi-en,1391721333155794945,high
1391725944226807810,1,hasoc2021,hi-en,1391725944226807810,high
1391721664786755592,0,hasoc2021,hi-en,1391721664786755592,high
1391971215573544964,1,hasoc2021,hi-en,1391971215573544964,high
13917234747i3218949,1,hasoc2021,hi-en,1391723474763218949,high
1391728906919575552,0,hasoc2021,hi-en,1391728906919575552,high
1391827315781357571,0,hasoc2021,hi-en,1391827315781357571,high
1392313904370356224,1,hasoc2021,hi-en,1392313904370356224,high
1391724970934296580,0,hasoc2021,hi-en,1391724970934296580,high
1391730442823376899,0,hasoc2021,hi-en,1391730442823376899,high
13918408099184r2197,1,hasoc2021,hi-en,1391840809918472197,high
1394859837624750084,0,hasoc2021,hi-en,1394859837624750084,high
1391749152871096322,0,hasoc2021,hi-en,1391749152871096322,high
1391813749317636097,1,hasoc2021,hi-en,1391813749317636097,high
1391752342840569856,0,hasoc2021,hi-en,1391752342840569856,high
1391760104416890 882,0,hasoc2021,hi-en,1391760104416890882,high
1391753131302604801,1,hasoc2021,hi-en,1391753131302604801,high
1391771416383553538,0,hasoc2021,hi-en,1391771416383553538,high
1391838228030713857,1,hasoc2021,hi-en,1391838228030713857,high
1391772636825325572,1,hasoc2021,hi-en,1391772636825325572,high
1391779322944397316,0,hasoc2021,hi-en,1391779322944397316,high
1391783102679175172,1,hasoc2021,hi-en,1391783102679175172,high
1391784607 117422597,1,hasoc2021,hi-en,1391784607117422597,high
139178578492401o640,1,hasoc2021,hi-en,1391785784924016640,high
1391810837585686531,0,hasoc2021,hi-en,1391810837585686531,high
1391811543138930688,0,hasoc2021,hi-en,1391811543138930688,high
1391936265654734851,1,hasoc2021,hi-en,1391936265654734851,high
1391959795943448584 umm,1,hasoc2021,hi-en,1391959795943448584,high
1391807732102033408,1,hasoc2021,hi-en,1391807732102033408,high
1392006407373824002,1,hasoc2021,hi-en,1392006407373824002,high
1391805983400230914,1,hasoc2021,hi-en,1391805983400230914,high
1391806179421016065,0,hasoc2021,hi-en,1391806179421016065,high
1391718585068756995,1,hasoc2021,hi-en,1391718585068756995,high
1n91868377304498176,0,hasoc2021,hi-en,1391868377304498176,high
1391734517522526210,0,hasoc2021,hi-en,1391734517522526210,high
1391799397663444992,0,hasoc2021,hi-en,1391799397663444992,high
1391738096203358222,0,hasoc2021,hi-en,1391738096203358222,high
1391793853112352783,0,hasoc2021,hi-en,1391793853112352783,high
1391773887415799808,1,hasoc2021,hi-en,1391773887415799808,high
1391773952817602567,1,hasoc2021,hi-en,1391773952817602567,high
1391777852282970115,1,hasoc2021,hi-en,1391777852282970115,high
1391778682780340224,1,hasoc2021,hi-en,1391778682780340224,high
1394858869575225344,0,hasoc2021,hi-en,1394858869575225344,high
1394859571521351681,1,hasoc2021,hi-en,1394859571521351681,high
1394926474356920324,1,hasoc2021,hi-en,1394926474356920324,high
1391768392319t25577,1,hasoc2021,hi-en,1391768392319725577,high
1391982460875907077,1,hasoc2021,hi-en,1391982460875907077,high
139198451824u958209,0,hasoc2021,hi-en,1391984518244958209,high
1392164192291983360,1,hasoc2021,hi-en,1392164192291983360,high
1391776715999879172,1,hasoc2021,hi-en,1391776715999879172,high
1391809142491254788,1,hasoc2021,hi-en,1391809142491254788,high
1391834089288704002,1,hasoc2021,hi-en,1391834089288704002,high
1394701718458310661,1,hasoc2021,hi-en,1394701718458310661,high
1394702573836320771,0,hasoc2021,hi-en,1394702573836320771,high
