text,label,source,lang_pair,text_original,noise_level
1397262170404974592,1,hasoc2021,hi-en,1397262170404974592,low
1397133266256232458,0,hasoc2021,hi-en,1397133266256232458,low
1397815794080251910,0,hasoc2021,hi-en,1397815794080251910,low
1397147487849181184,0,hasoc2021,hi-en,1397147487849181184,low
1397136574874222593,0,hasoc2021,hi-en,1397136574874222593,low
1397815383994761220,0,hasoc2021,hi-en,1397815383994761220,low
1397149767340232705,0,hasoc2021,hi-en,1397149767340232705,low
1397155165296152580,1,hasoc2021,hi-en,1397155165296152580,low
1397139266887585794,1,hasoc2021,hi-en,1397139266887585794,low
1397151495062269955,0,hasoc2021,hi-en,1397151495062269955,low
1397155911609716736,0,hasoc2021,hi-en,1397155911609716736,low
1397819197598564352,1,hasoc2021,hi-en,1397819197598564352,low
1397157849608847360,1,hasoc2021,hi-en,1397157849608847360,low
1397169849797779457,1,hasoc2021,hi-en,1397169849797779457,low
1397168173284139012,0,hasoc2021,hi-en,1397168173284139012,low
1397572479611129868,0,hasoc2021,hi-en,1397572479611129868,low
1397169435983564800,0,hasoc2021,hi-en,1397169435983564800,low
1397180328574287884,1,hasoc2021,hi-en,1397180328574287884,low
1397193073835249668,1,hasoc2021,hi-en,1397193073835249668,low
1397201412237533190,1,hasoc2021,hi-en,1397201412237533190,low
1397235232621932545 arre,0,hasoc2021,hi-en,1397235232621932545,low
1397235737980985350,0,hasoc2021,hi-en,1397235737980985350,low
1397235825193127943,1,hasoc2021,hi-en,1397235825193127943,low
1397236075274309634,1,hasoc2021,hi-en,1397236075274309634,low
1397400864839536641,0,hasoc2021,hi-en,1397400864839536641,low
1397236650271461381,1,hasoc2021,hi-en,1397236650271461381,low
1397236759814152198,0,hasoc2021,hi-en,1397236759814152198,low
1397236792408039430,1,hasoc2021,hi-en,1397236792408039430,low
1397237183384330241,1,hasoc2021,hi-en,1397237183384330241,low
1397243795100610565,1,hasoc2021,hi-en,1397243795100610565,low
1397286354103390208,1,hasoc2021,hi-en,1397286354103390208,low
1397237259863273476,1,hasoc2021,hi-en,1397237259863273476,low
1397237714609754114,1,hasoc2021,hi-en,1397237714609754114,low
1397237891235987461,0,hasoc2021,hi-en,1397237891235987461,low
13 97237975428308992,0,hasoc2021,hi-en,1397237975428308992,low
1397241298097147920,1,hasoc2021,hi-en,1397241298097147920,low
1397241784154181641,1,hasoc2021,hi-en,1397241784154181641,low
1397242797120438273,0,hasoc2021,hi-en,1397242797120438273,low
1397244463018385412,1,hasoc2021,hi-en,1397244463018385412,low
1397244721219637253,1,hasoc2021,hi-en,1397244721219637253,low
1397245301413584896,0,hasoc2021,hi-en,1397245301413584896,low
1397268965768896512,1,hasoc2021,hi-en,1397268965768896512,low
1397490428857884673 umm,1,hasoc2021,hi-en,1397490428857884673,low
1397244704475987971,0,hasoc2021,hi-en,1397244704475987971,low
1397245613079728130,1,hasoc2021,hi-en,1397245613079728130,low
1397245817556242433,1,hasoc2021,hi-en,1397245817556242433,low
1397268720892841985,1,hasoc2021,hi-en,1397268720892841985,low
1397249451308163072,1,hasoc2021,hi-en,1397249451308163072,low
1397253992975978496,0,hasoc2021,hi-en,1397253992975978496,low
1397269009775562753,0,hasoc2021,hi-en,1397269009775562753,low
1397273742091317248,0,hasoc2021,hi-en,1397273742091317248,low
1397256994713702402,0,hasoc2021,hi-en,1397256994713702402,low
1397259565176025088,0,hasoc2021,hi-en,1397259565176025088,low
1397260509787820035,0,hasoc2021,hi-en,1397260509787820035,low
1397260965255606272,0,hasoc2021,hi-en,1397260965255606272,low
1397263616131276800,0,hasoc2021,hi-en,1397263616131276800,low
1397264316273807360,1,hasoc2021,hi-en,1397264316273807360,low
1397264659305046018,0,hasoc2021,hi-en,1397264659305046018,low
1397273586222522368,1,hasoc2021,hi-en,1397273586222522368,low
1397273959737946117,0,hasoc2021,hi-en,1397273959737946117,low
1397276107649568770,0,hasoc2021,hi-en,1397276107649568770,low
1397278166499004418,1,hasoc2021,hi-en,1397278166499004418,low
13972835998591303o1,0,hasoc2021,hi-en,1397283599859130371,low
1397296420089077761,0,hasoc2021,hi-en,1397296420089077761,low
1397311724580007944 umm,1,hasoc2021,hi-en,1397311724580007944,low
1397329239301447681,0,hasoc2021,hi-en,1397329239301447681,low
1397340762530992130,1,hasoc2021,hi-en,1397340762530992130,low
1397343012074659841,0,hasoc2021,hi-en,1397343012074659841,low
139736318415184o917,1,hasoc2021,hi-en,1397363184151846917,low
1397374800096419841,0,hasoc2021,hi-en,1397374800096419841,low
1397408205521686532,0,hasoc2021,hi-en,1397408205521686532,low
1397433556893270022,0,hasoc2021,hi-en,1397433556893270022,low
1397483329260122112,0,hasoc2021,hi-en,1397483329260122112,low
1397524676025339908,0,hasoc2021,hi-en,1397524676025339908,low
1397237960400060422,1,hasoc2021,hi-en,1397237960400060422,low
1397242427098992641,0,hasoc2021,hi-en,1397242427098992641,low
1397243637235335172 hmm,0,hasoc2021,hi-en,1397243637235335172,low
1397271975068770304,1,hasoc2021,hi-en,1397271975068770304,low
1397489573039513602,0,hasoc2021,hi-en,1397489573039513602,low
1397236059860258816,0,hasoc2021,hi-en,1397236059860258816,low
1397236075253452804,1,hasoc2021,hi-en,1397236075253452804,low
1397239421817298944,1,hasoc2021,hi-en,1397239421817298944,low
139724030013 3888013,0,hasoc2021,hi-en,1397240300133888013,low
1397240964872384525,0,hasoc2021,hi-en,1397240964872384525,low
1397240834534293505,1,hasoc2021,hi-en,1397240834534293505,low
1397244012344582144,1,hasoc2021,hi-en,1397244012344582144,low
1397244841004838912,1,hasoc2021,hi-en,1397244841004838912,low
1397258765905252352,0,hasoc2021,hi-en,1397258765905252352,low
1397259395109584902,0,hasoc2021,hi-en,1397259395109584902,low
1397259829740072961,1,hasoc2021,hi-en,1397259829740072961,low
1397260325427113991,0,hasoc2021,hi-en,1397260325427113991,low
1397262177254268933,1,hasoc2021,hi-en,1397262177254268933,low
1397267722690437122,0,hasoc2021,hi-en,1397267722690437122,low
1397269067648552966 aah,1,hasoc2021,hi-en,1397269067648552966,low
1397270485553999877,1,hasoc2021,hi-en,1397270485553999877,low
1397273554618437633,1,hasoc2021,hi-en,1397273554618437633,low
1397276262440206343,0,hasoc2021,hi-en,1397276262440206343,low
1397281446750932992,0,hasoc2021,hi-en,1397281446750932992,low
1397282952300486658,1,hasoc2021,hi-en,1397282952300486658,low
1397293500467617792,0,hasoc2021,hi-en,1397293500467617792,low
1397293774393331713,0,hasoc2021,hi-en,1397293774393331713,low
1397303237997256705,1,hasoc2021,hi-en,1397303237997256705,low
13973108332569 27234,1,hasoc2021,hi-en,1397310833256927234,low
1397311442097885185,0,hasoc2021,hi-en,1397311442097885185,low
1397326350365597700,0,hasoc2021,hi-en,1397326350365597700,low
1397334733135048705,1,hasoc2021,hi-en,1397334733135048705,low
1397402493278064644,0,hasoc2021,hi-en,1397402493278064644,low
1397238388919619588,1,hasoc2021,hi-en,1397238388919619588,low
1397276663705083904,0,hasoc2021,hi-en,1397276663705083904,low
1397242112341577730,0,hasoc2021,hi-en,1397242112341577730,low
1397575440009629703,0,hasoc2021,hi-en,1397575440009629703,low
1397245294597783556,1,hasoc2021,hi-en,1397245294597783556,low
1397245715521445900,1,hasoc2021,hi-en,1397245715521445900,low
1397245812233576448,0,hasoc2021,hi-en,1397245812233576448,low
1397245863836143623,1,hasoc2021,hi-en,1397245863836143623,low
1397246321145298944,1,hasoc2021,hi-en,1397246321145298944,low
1397246481095069697,1,hasoc2021,hi-en,1397246481095069697,low
1397249132637609996,1,hasoc2021,hi-en,1397249132637609996,low
1397264555802300421,0,hasoc2021,hi-en,1397264555802300421,low
1397265414510374912,1,hasoc2021,hi-en,1397265414510374912,low
1397359078037282819,1,hasoc2021,hi-en,1397359078037282819,low
1397245565252116485,0,hasoc2021,hi-en,1397245565252116485,low
13s7246054932926467,0,hasoc2021,hi-en,1397246054932926467,low
1397246462556266504,0,hasoc2021,hi-en,1397246462556266504,low
1397248782744440834,1,hasoc2021,hi-en,1397248782744440834,low
1397248663382990850,0,hasoc2021,hi-en,1397248663382990850,low
1397252557379080201,1,hasoc2021,hi-en,1397252557379080201,low
1397275849309687809,0,hasoc2021,hi-en,1397275849309687809,low
139725909476811161r,0,hasoc2021,hi-en,1397259094768111616,low
1397895650218430465,0,hasoc2021,hi-en,1397895650218430465,low
1397895959116345347,0,hasoc2021,hi-en,1397895959116345347,low
1397898335403622401,1,hasoc2021,hi-en,1397898335403622401,low
1397938350682611713,1,hasoc2021,hi-en,1397938350682611713,low
1397951296519376897,1,hasoc2021,hi-en,1397951296519376897,low
1398025266161586177,1,hasoc2021,hi-en,1398025266161586177,low
1398030709420294146,1,hasoc2021,hi-en,1398030709420294146,low
1398114518652260354,1,hasoc2021,hi-en,1398114518652260354,low
1398137930170834944,1,hasoc2021,hi-en,1398137930170834944,low
1398147001984847879,0,hasoc2021,hi-en,1398147001984847879,low
1398017926897225731,1,hasoc2021,hi-en,1398017926897225731,low
1397897047114723332,1,hasoc2021,hi-en,1397897047114723332,low
1398163039585673217,0,hasoc2021,hi-en,1398163039585673217,low
13978959i3968367620,0,hasoc2021,hi-en,1397895973968367620,low
1397897874705305603,0,hasoc2021,hi-en,1397897874705305603,low
1397947579384532995,1,hasoc2021,hi-en,1397947579384532995,low
1398083634360315908,1,hasoc2021,hi-en,1398083634360315908,low
1397896180135202821,0,hasoc2021,hi-en,1397896180135202821,low
1397911505509654528,1,hasoc2021,hi-en,1397911505509654528,low
1397951222557118477,0,hasoc2021,hi-en,1397951222557118477,low
1397982027484307459,0,hasoc2021,hi-en,1397982027484307459,low
1397897344994070532,1,hasoc2021,hi-en,1397897344994070532,low
1397912660688052228,0,hasoc2021,hi-en,1397912660688052228,low
1397897601144422406,1,hasoc2021,hi-en,1397897601144422406,low
1397932752763162626,0,hasoc2021,hi-en,1397932752763162626,low
1398053761533153281,1,hasoc2021,hi-en,1398053761533153281,low
1398162043916619776,1,hasoc2021,hi-en,1398162043916619776,low
1397898088258293761,0,hasoc2021,hi-en,1397898088258293761,low
1397900979194908675,0,hasoc2021,hi-en,1397900979194908675,low
1397898088765739013,0,hasoc2021,hi-en,1397898088765739013,low
1397899179364548609,0,hasoc2021,hi-en,1397899179364548609,low
1398180543917793281,1,hasoc2021,hi-en,1398180543917793281,low
1397948784710078468,0,hasoc2021,hi-en,1397948784710078468,low
1397898207946960896,0,hasoc2021,hi-en,1397898207946960896,low
1397898288439857157,1,hasoc2021,hi-en,1397898288439857157,low
1397898437211824137,1,hasoc2021,hi-en,1397898437211824137,low
1397906377054425098,1,hasoc2021,hi-en,1397906377054425098,low
1397916975129501699,0,hasoc2021,hi-en,1397916975129501699,low
1397931376234557442,1,hasoc2021,hi-en,1397931376234557442,low
1397946197143216137,1,hasoc2021,hi-en,1397946197143216137,low
1397946919859544065,1,hasoc2021,hi-en,1397946919859544065,low
1397950327 144415237,1,hasoc2021,hi-en,1397950327144415237,low
139795 4325016498177,1,hasoc2021,hi-en,1397954325016498177,low
1397955010432929794,1,hasoc2021,hi-en,1397955010432929794,low
1397961186637873153,1,hasoc2021,hi-en,1397961186637873153,low
1397964515216551939,0,hasoc2021,hi-en,1397964515216551939,low
1397994323195486209,0,hasoc2021,hi-en,1397994323195486209,low
1398127509808377858,1,hasoc2021,hi-en,1398127509808377858,low
1398n28905249574921,1,hasoc2021,hi-en,1398228905249574921,low
139829 6299686883334,1,hasoc2021,hi-en,1398296299686883334,low
1397946105304784898,1,hasoc2021,hi-en,1397946105304784898,low
139 8359145330348033,1,hasoc2021,hi-en,1398359145330348033,low
1398160918576459776,1,hasoc2021,hi-en,1398160918576459776,low
1397941037578870786,1,hasoc2021,hi-en,1397941037578870786,low
1397947040038998018,1,hasoc2021,hi-en,1397947040038998018,low
1397981808516505600,0,hasoc2021,hi-en,1397981808516505600,low
1397981974065778699,1,hasoc2021,hi-en,1397981974065778699,low
1398236350680162304,1,hasoc2021,hi-en,1398236350680162304,low
1397898585828565002,0,hasoc2021,hi-en,1397898585828565002,low
1397959918632587265,1,hasoc2021,hi-en,1397959918632587265,low
1397898737263857664,0,hasoc2021,hi-en,1397898737263857664,low
1397905544560611328,1,hasoc2021,hi-en,1397905544560611328,low
1397898893598199811,0,hasoc2021,hi-en,1397898893598199811,low
1397912931279400962,0,hasoc2021,hi-en,1397912931279400962,low
1397899787224031246,0,hasoc2021,hi-en,1397899787224031246,low
1397903783493992449,1,hasoc2021,hi-en,1397903783493992449,low
1397926199779676167 hmm,1,hasoc2021,hi-en,1397926199779676167,low
1397946474957180930,1,hasoc2021,hi-en,1397946474957180930,low
1397951343655100421,1,hasoc2021,hi-en,1397951343655100421,low
1397956632647135233,1,hasoc2021,hi-en,1397956632647135233,low
1397963241918144514,1,hasoc2021,hi-en,1397963241918144514,low
1397966415680790530,1,hasoc2021,hi-en,1397966415680790530,low
1397969881887354880,1,hasoc2021,hi-en,1397969881887354880,low
1397995865977987072,0,hasoc2021,hi-en,1397995865977987072,low
1398100944387145729,1,hasoc2021,hi-en,1398100944387145729,low
1398103801739976706,1,hasoc2021,hi-en,1398103801739976706,low
1397899896930197506,0,hasoc2021,hi-en,1397899896930197506,low
1397943149721317376,0,hasoc2021,hi-en,1397943149721317376,low
1397962401035653122,1,hasoc2021,hi-en,1397962401035653122,low
1397974936170475528,0,hasoc2021,hi-en,1397974936170475528,low
1397899927804538887,1,hasoc2021,hi-en,1397899927804538887,low
1397932715081486338,0,hasoc2021,hi-en,1397932715081486338,low
1397982133159796737,0,hasoc2021,hi-en,1397982133159796737,low
1397900130955644928,0,hasoc2021,hi-en,1397900130955644928,low
1397905820285751301,0,hasoc2021,hi-en,1397905820285751301,low
1397901294442930184,0,hasoc2021,hi-en,1397901294442930184,low
1397902031663239172,0,hasoc2021,hi-en,1397902031663239172,low
1398079674928881665,1,hasoc2021,hi-en,1398079674928881665,low
1397942297929478146,1,hasoc2021,hi-en,1397942297929478146,low
1397914911431217152,0,hasoc2021,hi-en,1397914911431217152,low
1397915523359285254,0,hasoc2021,hi-en,1397915523359285254,low
1397915530929991693,0,hasoc2021,hi-en,1397915530929991693,low
1397915577537101826,0,hasoc2021,hi-en,1397915577537101826,low
1397922775428255746,0,hasoc2021,hi-en,1397922775428255746,low
1397915876750286851,0,hasoc2021,hi-en,1397915876750286851,low
1397916183358103565,0,hasoc2021,hi-en,1397916183358103565,low
1397916514683023361,0,hasoc2021,hi-en,1397916514683023361,low
1397916660795772940,0,hasoc2021,hi-en,1397916660795772940,low
1397917683106992132,0,hasoc2021,hi-en,1397917683106992132,low
1398016890291716096,0,hasoc2021,hi-en,1398016890291716096,low
1397918294426877953,0,hasoc2021,hi-en,1397918294426877953,low
1397922885201584136,0,hasoc2021,hi-en,1397922885201584136,low
1398094630781014018,1,hasoc2021,hi-en,1398094630781014018,low
13979207 99210627073,0,hasoc2021,hi-en,1397920799210627073,low
1397921914404835339,0,hasoc2021,hi-en,1397921914404835339,low
1397967410674634757 hmm,1,hasoc2021,hi-en,1397967410674634757,low
1397922275286937603,0,hasoc2021,hi-en,1397922275286937603,low
1397923345723580423,0,hasoc2021,hi-en,1397923345723580423,low
1397922489863340034,0,hasoc2021,hi-en,1397922489863340034,low
1397923467903651849,1,hasoc2021,hi-en,1397923467903651849,low
1397931600445251587,0,hasoc2021,hi-en,1397931600445251587,low
1398094536824410122,1,hasoc2021,hi-en,1398094536824410122,low
1398016860780597251,0,hasoc2021,hi-en,1398016860780597251,low
1397923528821727237,0,hasoc2021,hi-en,1397923528821727237,low
1397923605330026497,0,hasoc2021,hi-en,1397923605330026497,low
1397923847257563150,1,hasoc2021,hi-en,1397923847257563150,low
1397928367282745344,0,hasoc2021,hi-en,1397928367282745344,low
1397931137947770886,0,hasoc2021,hi-en,1397931137947770886,low
1397932103782653961,0,hasoc2021,hi-en,1397932103782653961,low
1397966178186936327,0,hasoc2021,hi-en,1397966178186936327,low
1397931934542532608,0,hasoc2021,hi-en,1397931934542532608,low
1397932133423800329,1,hasoc2021,hi-en,1397932133423800329,low
1397932328320598017,0,hasoc2021,hi-en,1397932328320598017,low
1397932803329720322,0,hasoc2021,hi-en,1397932803329720322,low
1397933157303812098,0,hasoc2021,hi-en,1397933157303812098,low
1397933374786834432,0,hasoc2021,hi-en,1397933374786834432,low
1397942797471084552,0,hasoc2021,hi-en,1397942797471084552,low
1398024854025031681,0,hasoc2021,hi-en,1398024854025031681,low
1398044850138845185,0,hasoc2021,hi-en,1398044850138845185,low
1398057065176698881,0,hasoc2021,hi-en,1398057065176698881,low
1398050508355506176,1,hasoc2021,hi-en,1398050508355506176,low
1397933602160087045,1,hasoc2021,hi-en,1397933602160087045,low
1397946686714957825,0,hasoc2021,hi-en,1397946686714957825,low
1397934576366854148,1,hasoc2021,hi-en,1397934576366854148,low
1397934931418882055,0,hasoc2021,hi-en,1397934931418882055,low
1397937353944035330,1,hasoc2021,hi-en,1397937353944035330,low
1397937433660968968,0,hasoc2021,hi-en,1397937433660968968,low
1397949946247081984,0,hasoc2021,hi-en,1397949946247081984,low
1397951797545689088,0,hasoc2021,hi-en,1397951797545689088,low
1397952491568865283,0,hasoc2021,hi-en,1397952491568865283,low
1397944832383873030,1,hasoc2021,hi-en,1397944832383873030,low
1397946587805110275,1,hasoc2021,hi-en,1397946587805110275,low
1398519214818816007,1,hasoc2021,hi-en,1398519214818816007,low
1397947164165214212,1,hasoc2021,hi-en,1397947164165214212,low
1397991637498744835,0,hasoc2021,hi-en,1397991637498744835,low
1397949847609614342,0,hasoc2021,hi-en,1397949847609614342,low
1397986757740613633,0,hasoc2021,hi-en,1397986757740613633,low
1397991175848484864,0,hasoc2021,hi-en,1397991175848484864,low
1398000979270848517,0,hasoc2021,hi-en,1398000979270848517,low
1397979516585213953,0,hasoc2021,hi-en,1397979516585213953,low
1398108673306632193,0,hasoc2021,hi-en,1398108673306632193,low
1397999669607686145,0,hasoc2021,hi-en,1397999669607686145,low
1398001724757970945,1,hasoc2021,hi-en,1398001724757970945,low
1398073610376343553,1,hasoc2021,hi-en,1398073610376343553,low
1397917512893833234,0,hasoc2021,hi-en,1397917512893833234,low
1397922673808736269,1,hasoc2021,hi-en,1397922673808736269,low
1397934326327627778,1,hasoc2021,hi-en,1397934326327627778,low
1397936332433887232,1,hasoc2021,hi-en,1397936332433887232,low
1397936581466488840,0,hasoc2021,hi-en,1397936581466488840,low
1397948500730519557,1,hasoc2021,hi-en,1397948500730519557,low
1397989165187301377,0,hasoc2021,hi-en,1397989165187301377,low
1397990911456333825,0,hasoc2021,hi-en,1397990911456333825,low
1398059273788162048,1,hasoc2021,hi-en,1398059273788162048,low
1398090074764443649,0,hasoc2021,hi-en,1398090074764443649,low
1397915676547817486,1,hasoc2021,hi-en,1397915676547817486,low
1397941689184964610,1,hasoc2021,hi-en,1397941689184964610,low
1397986395663134720,0,hasoc2021,hi-en,1397986395663134720,low
1398017155292012545,1,hasoc2021,hi-en,1398017155292012545,low
1397923242938015749,1,hasoc2021,hi-en,1397923242938015749,low
1397933548087119875,1,hasoc2021,hi-en,1397933548087119875,low
1397940004953886731,1,hasoc2021,hi-en,1397940004953886731,low
1397931331615555587,0,hasoc2021,hi-en,1397931331615555587,low
1397959669696634885,0,hasoc2021,hi-en,1397959669696634885,low
1397959874051338240,0,hasoc2021,hi-en,1397959874051338240,low
1397960049759297540,0,hasoc2021,hi-en,1397960049759297540,low
1391715849979924484,1,hasoc2021,hi-en,1391715849979924484,low
1391730788421439496,0,hasoc2021,hi-en,1391730788421439496,low
1391770989566906368,1,hasoc2021,hi-en,1391770989566906368,low
1391718689020387332,1,hasoc2021,hi-en,1391718689020387332,low
1391950017485631490,1,hasoc2021,hi-en,1391950017485631490,low
1391720425093169153,1,hasoc2021,hi-en,1391720425093169153,low
1391721333155794945,0,hasoc2021,hi-en,1391721333155794945,low
1391725944226807810,1,hasoc2021,hi-en,1391725944226807810,low
1391721664786755592,0,hasoc2021,hi-en,1391721664786755592,low
1391971215573544964,1,hasoc2021,hi-en,1391971215573544964,low
1391723474763218949,1,hasoc2021,hi-en,1391723474763218949,low
1391728906919575552,0,hasoc2021,hi-en,1391728906919575552,low
1391827315781357571,0,hasoc2021,hi-en,1391827315781357571,low
1392313904370356224,1,hasoc2021,hi-en,1392313904370356224,low
1391724970934296580,0,hasoc2021,hi-en,1391724970934296580,low
1391730442823376899,0,hasoc2021,hi-en,1391730442823376899,low
139184080991t472197,1,hasoc2021,hi-en,1391840809918472197,low
1394859837624750084,0,hasoc2021,hi-en,1394859837624750084,low
1391749152871096322,0,hasoc2021,hi-en,1391749152871096322,low
1391813749317636097,1,hasoc2021,hi-en,1391813749317636097,low
1391752342840569856,0,hasoc2021,hi-en,1391752342840569856,low
1391760104416890882,0,hasoc2021,hi-en,1391760104416890882,low
1391753131302604801,1,hasoc2021,hi-en,1391753131302604801,low
1391771416383553538,0,hasoc2021,hi-en,1391771416383553538,low
1391838228030713857,1,hasoc2021,hi-en,1391838228030713857,low
1391772636825325572,1,hasoc2021,hi-en,1391772636825325572,low
1391779322944397316,0,hasoc2021,hi-en,1391779322944397316,low
1391783102679175172,1,hasoc2021,hi-en,1391783102679175172,low
1391784607117422597,1,hasoc2021,hi-en,1391784607117422597,low
1391785784924016640,1,hasoc2021,hi-en,1391785784924016640,low
1391810837585686531,0,hasoc2021,hi-en,1391810837585686531,low
1391811543138930688,0,hasoc2021,hi-en,1391811543138930688,low
1391936265654734851,1,hasoc2021,hi-en,1391936265654734851,low
1391959795943448584,1,hasoc2021,hi-en,1391959795943448584,low
1391807732102033408,1,hasoc2021,hi-en,1391807732102033408,low
1392006407373824002,1,hasoc2021,hi-en,1392006407373824002,low
1391805983400230914,1,hasoc2021,hi-en,1391805983400230914,low
1391806179421016065,0,hasoc2021,hi-en,1391806179421016065,low
1391718585068756995,1,hasoc2021,hi-en,1391718585068756995,low
1391868377304498176,0,hasoc2021,hi-en,1391868377304498176,low
1391734517522526210,0,hasoc2021,hi-en,1391734517522526210,low
1391799397663444992,0,hasoc2021,hi-en,1391799397663444992,low
1391738096203358222,0,hasoc2021,hi-en,1391738096203358222,low
1391793853112352783,0,hasoc2021,hi-en,1391793853112352783,low
1391773887415799808,1,hasoc2021,hi-en,1391773887415799808,low
1391773952817602567,1,hasoc2021,hi-en,1391773952817602567,low
1391777852282970115,1,hasoc2021,hi-en,1391777852282970115,low
1391778682780340224,1,hasoc2021,hi-en,1391778682780340224,low
1394858869575225344,0,hasoc2021,hi-en,1394858869575225344,low
1394859571521351681,1,hasoc2021,hi-en,1394859571521351681,low
1394926474356920324,1,hasoc2021,hi-en,1394926474356920324,low
1391768392319725577,1,hasoc2021,hi-en,1391768392319725577,low
1391982460875907 077,1,hasoc2021,hi-en,1391982460875907077,low
1391984518244958209,0,hasoc2021,hi-en,1391984518244958209,low
1392164192291983360,1,hasoc2021,hi-en,1392164192291983360,low
1391776715999879172,1,hasoc2021,hi-en,1391776715999879172,low
1391809142491254788,1,hasoc2021,hi-en,1391809142491254788,low
1391834089288704002,1,hasoc2021,hi-en,1391834089288704002,low
1394701718458310661,1,hasoc2021,hi-en,1394701718458310661,low
1394702573836320771,0,hasoc2021,hi-en,1394702573836320771,low
1394703968094146560,0,hasoc2021,hi-en,1394703968094146560,low
