text,label,source,lang_pair,text_original,noise_level
1397238388919619588,1,hasoc2021,hi-en,1397238388919619588,medium
1397276663705083904,0,hasoc2021,hi-en,1397276663705083904,medium
1397242112341577730,0,hasoc2021,hi-en,1397242112341577730,medium
1397575440u09629703,0,hasoc2021,hi-en,1397575440009629703,medium
1397245294597783556,1,hasoc2021,hi-en,1397245294597783556,medium
1397245715521445900,1,hasoc2021,hi-en,1397245715521445900,medium
1397245812233576448,0,hasoc2021,hi-en,1397245812233576448,medium
1397245863836143623,1,hasoc2021,hi-en,1397245863836143623,medium
139724632s145298944,1,hasoc2021,hi-en,1397246321145298944,medium
1397246481095069697,1,hasoc2021,hi-en,1397246481095069697,medium
1397249132637609996,1,hasoc2021,hi-en,1397249132637609996,medium
1397264555802300421,0,hasoc2021,hi-en,1397264555802300421,medium
1397265414510374912,1,hasoc2021,hi-en,1397265414510374912,medium
1397359078037282819,1,hasoc2021,hi-en,1397359078037282819,medium
1397245565252116485,0,hasoc2021,hi-en,1397245565252116485,medium
1397246054932926467,0,hasoc2021,hi-en,1397246054932926467,medium
1397246462556266504,0,hasoc2021,hi-en,1397246462556266504,medium
1397248782744440834,1,hasoc2021,hi-en,1397248782744440834,medium
1397248663382990850,0,hasoc2021,hi-en,1397248663382990850,medium
139 7252557379080201,1,hasoc2021,hi-en,1397252557379080201,medium
1397275849309687809,0,hasoc2021,hi-en,1397275849309687809,medium
1397259094768111616,0,hasoc2021,hi-en,1397259094768111616,medium
1397895650218430465,0,hasoc2021,hi-en,1397895650218430465,medium
1397895959116345347,0,hasoc2021,hi-en,1397895959116345347,medium
1397898335403622401,1,hasoc2021,hi-en,1397898335403622401,medium
1397938350682611713,1,hasoc2021,hi-en,1397938350682611713,medium
1397951296519376897,1,hasoc2021,hi-en,1397951296519376897,medium
1398025266161586177,1,hasoc2021,hi-en,1398025266161586177,medium
1398030709420294146,1,hasoc2021,hi-en,1398030709420294146,medium
1398114518652260354,1,hasoc2021,hi-en,1398114518652260354,medium
1398137930170834944,1,hasoc2021,hi-en,1398137930170834944,medium
1398147001984847879,0,hasoc2021,hi-en,1398147001984847879,medium
1398017926897225731,1,hasoc2021,hi-en,1398017926897225731,medium
1397897047114723332,1,hasoc2021,hi-en,1397897047114723332,medium
139816 3039585673217,0,hasoc2021,hi-en,1398163039585673217,medium
1397895973968367620,0,hasoc2021,hi-en,1397895973968367620,medium
1397897874705305603,0,hasoc2021,hi-en,1397897874705305603,medium
1397947579384532995,1,hasoc2021,hi-en,1397947579384532995,medium
1398083634360315908,1,hasoc2021,hi-en,1398083634360315908,medium
1397896180135202821,0,hasoc2021,hi-en,1397896180135202821,medium
1397911505509654528,1,hasoc2021,hi-en,1397911505509654528,medium
1397951222557118477,0,hasoc2021,hi-en,1397951222557118477,medium
1397982027484307459,0,hasoc2021,hi-en,1397982027484307459,medium
1397897344994070532,1,hasoc2021,hi-en,1397897344994070532,medium
1397912660688052228,0,hasoc2021,hi-en,1397912660688052228,medium
1397897601144422406,1,hasoc2021,hi-en,1397897601144422406,medium
1397932752763162626,0,hasoc2021,hi-en,1397932752763162626,medium
1398053761533153281,1,hasoc2021,hi-en,1398053761533153281,medium
1398162043916619776,1,hasoc2021,hi-en,1398162043916619776,medium
1397898088258293761,0,hasoc2021,hi-en,1397898088258293761,medium
1397900979194908675,0,hasoc2021,hi-en,1397900979194908675,medium
139789 8088765739013,0,hasoc2021,hi-en,1397898088765739013,medium
1397899179364548609,0,hasoc2021,hi-en,1397899179364548609,medium
13981 80543917793281,1,hasoc2021,hi-en,1398180543917793281,medium
1397948784710078468,0,hasoc2021,hi-en,1397948784710078468,medium
139789820794696u896,0,hasoc2021,hi-en,1397898207946960896,medium
1397898288439857157,1,hasoc2021,hi-en,1397898288439857157,medium
1397898437211824137,1,hasoc2021,hi-en,1397898437211824137,medium
13979063770 54425098,1,hasoc2021,hi-en,1397906377054425098,medium
1397916975129501699,0,hasoc2021,hi-en,1397916975129501699,medium
1397931376234557442,1,hasoc2021,hi-en,1397931376234557442,medium
1397946197143216137,1,hasoc2021,hi-en,1397946197143216137,medium
1397946919859544065,1,hasoc2021,hi-en,1397946919859544065,medium
1397950327144415237,1,hasoc2021,hi-en,1397950327144415237,medium
1397954325016498177,1,hasoc2021,hi-en,1397954325016498177,medium
1397955010432929794,1,hasoc2021,hi-en,1397955010432929794,medium
1397961186637873153,1,hasoc2021,hi-en,1397961186637873153,medium
1397964515216551939,0,hasoc2021,hi-en,1397964515216551939,medium
1397994323195486209,0,hasoc2021,hi-en,1397994323195486209,medium
1398127509808377858,1,hasoc2021,hi-en,1398127509808377858,medium
1398228905249574921,1,hasoc2021,hi-en,1398228905249574921,medium
1398296299686883334,1,hasoc2021,hi-en,1398296299686883334,medium
1397946105304784898,1,hasoc2021,hi-en,1397946105304784898,medium
1398359145330348033,1,hasoc2021,hi-en,1398359145330348033,medium
1398160918576459776,1,hasoc2021,hi-en,1398160918576459776,medium
1397941037578870786,1,hasoc2021,hi-en,1397941037578870786,medium
1397947040038998018,1,hasoc2021,hi-en,1397947040038998018,medium
1397981808516505600,0,hasoc2021,hi-en,1397981808516505600,medium
1397981974065778699,1,hasoc2021,hi-en,1397981974065778699,medium
1398236350680162o04,1,hasoc2021,hi-en,1398236350680162304,medium
1397898585828565002,0,hasoc2021,hi-en,1397898585828565002,medium
1397959918632587265,1,hasoc2021,hi-en,1397959918632587265,medium
1397l98737263857664,0,hasoc2021,hi-en,1397898737263857664,medium
1397905544560611328,1,hasoc2021,hi-en,1397905544560611328,medium
1397898l93598199811,0,hasoc2021,hi-en,1397898893598199811,medium
1397912931279400962,0,hasoc2021,hi-en,1397912931279400962,medium
1397899787224031246,0,hasoc2021,hi-en,1397899787224031246,medium
1397903783493992449,1,hasoc2021,hi-en,1397903783493992449,medium
1397926199779676167,1,hasoc2021,hi-en,1397926199779676167,medium
1397946474957180930,1,hasoc2021,hi-en,1397946474957180930,medium
1397951343655100421,1,hasoc2021,hi-en,1397951343655100421,medium
1397956632647135233,1,hasoc2021,hi-en,1397956632647135233,medium
1397963241918144514,1,hasoc2021,hi-en,1397963241918144514,medium
1397966415680790530,1,hasoc2021,hi-en,1397966415680790530,medium
1397969881887354880,1,hasoc2021,hi-en,1397969881887354880,medium
1397995865977987072 aah,0,hasoc2021,hi-en,1397995865977987072,medium
1398100944387145729,1,hasoc2021,hi-en,1398100944387145729,medium
1398103801739976706,1,hasoc2021,hi-en,1398103801739976706,medium
1397899896930197506,0,hasoc2021,hi-en,1397899896930197506,medium
13979431497213173i6,0,hasoc2021,hi-en,1397943149721317376,medium
1397962401035653122,1,hasoc2021,hi-en,1397962401035653122,medium
1397974936170475528,0,hasoc2021,hi-en,1397974936170475528,medium
1397899927804538887,1,hasoc2021,hi-en,1397899927804538887,medium
139s932715081486338,0,hasoc2021,hi-en,1397932715081486338,medium
1397982133159796737,0,hasoc2021,hi-en,1397982133159796737,medium
1397900130955644928 uh,0,hasoc2021,hi-en,1397900130955644928,medium
1397905a20285751301,0,hasoc2021,hi-en,1397905820285751301,medium
13979 01294442930184,0,hasoc2021,hi-en,1397901294442930184,medium
1397902031663239172,0,hasoc2021,hi-en,1397902031663239172,medium
1398079674928881665,1,hasoc2021,hi-en,1398079674928881665,medium
1397942297929478146,1,hasoc2021,hi-en,1397942297929478146,medium
1397914911431217152,0,hasoc2021,hi-en,1397914911431217152,medium
1397915523359285254,0,hasoc2021,hi-en,1397915523359285254,medium
1397915530929991693,0,hasoc2021,hi-en,1397915530929991693,medium
1397915577537101826,0,hasoc2021,hi-en,1397915577537101826,medium
1397922775428255746,0,hasoc2021,hi-en,1397922775428255746,medium
1397915876750286851,0,hasoc2021,hi-en,1397915876750286851,medium
1397916183358103565,0,hasoc2021,hi-en,1397916183358103565,medium
1397916514683023361,0,hasoc2021,hi-en,1397916514683023361,medium
1397916660795772940,0,hasoc2021,hi-en,1397916660795772940,medium
1397917683106992132,0,hasoc2021,hi-en,1397917683106992132,medium
1398016890291716096,0,hasoc2021,hi-en,1398016890291716096,medium
1397918294 426877953,0,hasoc2021,hi-en,1397918294426877953,medium
1397922885201584136,0,hasoc2021,hi-en,1397922885201584136,medium
1398094630781014018,1,hasoc2021,hi-en,1398094630781014018,medium
1397920799210627073,0,hasoc2021,hi-en,1397920799210627073,medium
1397921914404835339,0,hasoc2021,hi-en,1397921914404835339,medium
1397967410674634757,1,hasoc2021,hi-en,1397967410674634757,medium
1397922275286937603,0,hasoc2021,hi-en,1397922275286937603,medium
1397923345723580423,0,hasoc2021,hi-en,1397923345723580423,medium
1397922489863340034,0,hasoc2021,hi-en,1397922489863340034,medium
1397923467903651849,1,hasoc2021,hi-en,1397923467903651849,medium
1397931600445251587,0,hasoc2021,hi-en,1397931600445251587,medium
1398094536824410122,1,hasoc2021,hi-en,1398094536824410122,medium
1398016860780597251,0,hasoc2021,hi-en,1398016860780597251,medium
13979235a8821727237,0,hasoc2021,hi-en,1397923528821727237,medium
1397923605330026497,0,hasoc2021,hi-en,1397923605330026497,medium
1397923847257563150,1,hasoc2021,hi-en,1397923847257563150,medium
1397928367282745344,0,hasoc2021,hi-en,1397928367282745344,medium
1397931137947770886,0,hasoc2021,hi-en,1397931137947770886,medium
1397932103782653961,0,hasoc2021,hi-en,1397932103782653961,medium
1397966178186936327,0,hasoc2021,hi-en,1397966178186936327,medium
1397931934542532608,0,hasoc2021,hi-en,1397931934542532608,medium
1397932133423800329,1,hasoc2021,hi-en,1397932133423800329,medium
1397932328320598017,0,hasoc2021,hi-en,1397932328320598017,medium
1397932803329720322 umm,0,hasoc2021,hi-en,1397932803329720322,medium
1397933157303812098,0,hasoc2021,hi-en,1397933157303812098,medium
1397933374786834432,0,hasoc2021,hi-en,1397933374786834432,medium
1397942k97471084552,0,hasoc2021,hi-en,1397942797471084552,medium
1398024854025031681,0,hasoc2021,hi-en,1398024854025031681,medium
1398044850138845185,0,hasoc2021,hi-en,1398044850138845185,medium
1398057065176698881,0,hasoc2021,hi-en,1398057065176698881,medium
1398050508355506176,1,hasoc2021,hi-en,1398050508355506176,medium
1397933602160087045,1,hasoc2021,hi-en,1397933602160087045,medium
1397946686714957825,0,hasoc2021,hi-en,1397946686714957825,medium
1397934576366854148,1,hasoc2021,hi-en,1397934576366854148,medium
1397934931418882055,0,hasoc2021,hi-en,1397934931418882055,medium
1397937353944035330,1,hasoc2021,hi-en,1397937353944035330,medium
1397937433660968968,0,hasoc2021,hi-en,1397937433660968968,medium
1397949946247081984,0,hasoc2021,hi-en,1397949946247081984,medium
139795 1797545689088,0,hasoc2021,hi-en,1397951797545689088,medium
1397952491568865283,0,hasoc2021,hi-en,1397952491568865283,medium
1397944832383873030,1,hasoc2021,hi-en,1397944832383873030,medium
1397946587805110275,1,hasoc2021,hi-en,1397946587805110275,medium
1398519214818816007,1,hasoc2021,hi-en,1398519214818816007,medium
1397947164165214212,1,hasoc2021,hi-en,1397947164165214212,medium
1397991637498744835,0,hasoc2021,hi-en,1397991637498744835,medium
1397949847609614342,0,hasoc2021,hi-en,1397949847609614342,medium
1397986757740613633,0,hasoc2021,hi-en,1397986757740613633,medium
1397991175848484864,0,hasoc2021,hi-en,1397991175848484864,medium
1398000979270848517,0,hasoc2021,hi-en,1398000979270848517,medium
1397979516585213953,0,hasoc2021,hi-en,1397979516585213953,medium
1398108673306632193,0,hasoc2021,hi-en,1398108673306632193,medium
1397999669607686145,0,hasoc2021,hi-en,1397999669607686145,medium
1s98001724757970945,1,hasoc2021,hi-en,1398001724757970945,medium
1398073610376343553,1,hasoc2021,hi-en,1398073610376343553,medium
1397917512893833234,0,hasoc2021,hi-en,1397917512893833234,medium
1397922673808u36269,1,hasoc2021,hi-en,1397922673808736269,medium
1397934326327627778,1,hasoc2021,hi-en,1397934326327627778,medium
1397936332433887232 hmm,1,hasoc2021,hi-en,1397936332433887232,medium
1397936581466488840,0,hasoc2021,hi-en,1397936581466488840,medium
1397948500730519557,1,hasoc2021,hi-en,1397948500730519557,medium
1397989165187301377,0,hasoc2021,hi-en,1397989165187301377,medium
1397990911456333825 umm,0,hasoc2021,hi-en,1397990911456333825,medium
1398059273788162048,1,hasoc2021,hi-en,1398059273788162048,medium
1398090074764443649,0,hasoc2021,hi-en,1398090074764443649,medium
1397915676547817486,1,hasoc2021,hi-en,1397915676547817486,medium
1397941689184964610,1,hasoc2021,hi-en,1397941689184964610,medium
1397986395663134720,0,hasoc2021,hi-en,1397986395663134720,medium
1398017155292012545,1,hasoc2021,hi-en,1398017155292012545,medium
1397923242938015749,1,hasoc2021,hi-en,1397923242938015749,medium
1397933548087119875,1,hasoc2021,hi-en,1397933548087119875,medium
1e97940004953886731,1,hasoc2021,hi-en,1397940004953886731,medium
1397931331615555587,0,hasoc2021,hi-en,1397931331615555587,medium
1397959669696634885,0,hasoc2021,hi-en,1397959669696634885,medium
1397959874051338240,0,hasoc2021,hi-en,1397959874051338240,medium
1397960049759297540,0,hasoc2021,hi-en,1397960049759297540,medium
1391715849979924484,1,hasoc2021,hi-en,1391715849979924484,medium
1391730788421439496,0,hasoc2021,hi-en,1391730788421439496,medium
1391770989566906368,1,hasoc2021,hi-en,1391770989566906368,medium
1391718689020387332,1,hasoc2021,hi-en,1391718689020387332,medium
1391950017485 631490,1,hasoc2021,hi-en,1391950017485631490,medium
1391720425093169153,1,hasoc2021,hi-en,1391720425093169153,medium
1391721333155794945,0,hasoc2021,hi-en,1391721333155794945,medium
1391725944226807810,1,hasoc2021,hi-en,1391725944226807810,medium
1391721664786755592,0,hasoc2021,hi-en,1391721664786755592,medium
1391971215573544964,1,hasoc2021,hi-en,1391971215573544964,medium
13917234747a3218949,1,hasoc2021,hi-en,1391723474763218949,medium
1391728906919575552,0,hasoc2021,hi-en,1391728906919575552,medium
1391827315781357571,0,hasoc2021,hi-en,1391827315781357571,medium
1392313904370356224,1,hasoc2021,hi-en,1392313904370356224,medium
139172497r934296580,0,hasoc2021,hi-en,1391724970934296580,medium
1391730442823376899,0,hasoc2021,hi-en,1391730442823376899,medium
1391840809918472197,1,hasoc2021,hi-en,1391840809918472197,medium
1394859837624750084,0,hasoc2021,hi-en,1394859837624750084,medium
1391749152871096322,0,hasoc2021,hi-en,1391749152871096322,medium
1391813749317636097,1,hasoc2021,hi-en,1391813749317636097,medium
1391752342l40569856,0,hasoc2021,hi-en,1391752342840569856,medium
1391760104416890882,0,hasoc2021,hi-en,1391760104416890882,medium
1391753131302604801,1,hasoc2021,hi-en,1391753131302604801,medium
1391771416383553538,0,hasoc2021,hi-en,1391771416383553538,medium
1391838228030713857,1,hasoc2021,hi-en,1391838228030713857,medium
1391772636825325572,1,hasoc2021,hi-en,1391772636825325572,medium
1391779322944397316,0,hasoc2021,hi-en,1391779322944397316,medium
1391783102679175172,1,hasoc2021,hi-en,1391783102679175172,medium
1391784607117r22597,1,hasoc2021,hi-en,1391784607117422597,medium
1391785784924016640,1,hasoc2021,hi-en,1391785784924016640,medium
1391810837585686531,0,hasoc2021,hi-en,1391810837585686531,medium
1391811543138930688,0,hasoc2021,hi-en,1391811543138930688,medium
1391936265654734851,1,hasoc2021,hi-en,1391936265654734851,medium
1391959795943448584,1,hasoc2021,hi-en,1391959795943448584,medium
139180773210 2033408,1,hasoc2021,hi-en,1391807732102033408,medium
1392006407373824002,1,hasoc2021,hi-en,1392006407373824002,medium
1391805983400230914,1,hasoc2021,hi-en,1391805983400230914,medium
139180617942s016065,0,hasoc2021,hi-en,1391806179421016065,medium
1391718585068756995,1,hasoc2021,hi-en,1391718585068756995,medium
1391868377304498176,0,hasoc2021,hi-en,1391868377304498176,medium
1391734517522526210,0,hasoc2021,hi-en,1391734517522526210,medium
1391799397663444992,0,hasoc2021,hi-en,1391799397663444992,medium
1391738096203358222,0,hasoc2021,hi-en,1391738096203358222,medium
1391793853112352783,0,hasoc2021,hi-en,1391793853112352783,medium
1391773887415799808,1,hasoc2021,hi-en,1391773887415799808,medium
1391773952817602567,1,hasoc2021,hi-en,1391773952817602567,medium
1391777852282970115,1,hasoc2021,hi-en,1391777852282970115,medium
